gene,bnumber,COG class,molecular_weight_kDa,sequence_length,condition,copy_number_molecule-per-fL,growth_rate_hr-1,,,
rhlb,b3780,[lkj],47.125,421,glucose_minimal,354.6240368,0.31,,,
trxa,b3781,[oc],11.806,109,glucose_minimal,11416.86647,0.31,,,
rho,b3783,[k],47.004,419,glucose_minimal,3295.842216,0.31,,,
wzze,b3785,[m],39.489,348,glucose_minimal,144.2810647,0.31,,,
rffe,b3786,,42.244,376,glucose_minimal,,0.31,,,
rffa,b3791,[m],41.901,376,glucose_minimal,35.67169165,0.31,,,
hemy,b3802,[h],45.244,398,glucose_minimal,578.5306446,0.31,,,
hemx,b3803,[h],42.962,393,glucose_minimal,376.9884498,0.31,,,
cyay,b3807,[p],12.231,106,glucose_minimal,,0.31,,,
dapf,b3809,[e],30.208,274,glucose_minimal,,0.31,,,
yigb,b3812,[r],27.122,238,glucose_minimal,,0.31,,,
uvrd,b3813,[l],81.989,720,glucose_minimal,15.0645017,0.31,,,
cora,b3816,[p],36.589,316,glucose_minimal,134.6750149,0.31,,,
yigi,b3820,,17.163,155,glucose_minimal,305.7030519,0.31,,,
plda,b3821,[m],33.163,289,glucose_minimal,49.37961622,0.31,,,
yigl,b3826,,29.707,266,glucose_minimal,161.4523069,0.31,,,
mete,b3829,[e],84.672,753,glucose_minimal,22435.24898,0.31,,,
ysga,b3830,,29.425,271,glucose_minimal,483.8619985,0.31,,,
udp,b3831,[f],27.159,253,glucose_minimal,3090.781799,0.31,,,
ubie,b3833,,28.073,251,glucose_minimal,846.7435244,0.31,,,
tata,b3836,,9.6639,89,glucose_minimal,531.4070909,0.31,,,
tatb,b3838,,18.421,171,glucose_minimal,102.2792528,0.31,,,
ubid,b3843,[h],55.603,497,glucose_minimal,138.6912181,0.31,,,
fre,b3844,[hc],26.242,233,glucose_minimal,250.2166183,0.31,,,
fada,b3845,,40.876,387,glucose_minimal,4321.000891,0.31,,,
fadb,b3846,[i],79.593,729,glucose_minimal,1477.613952,0.31,,,
pepq,b3847,[e],50.176,443,glucose_minimal,1133.101277,0.31,,,
hemg,b3850,[ch],21.226,181,glucose_minimal,128.1047407,0.31,,,
yihd,b3858,[s],10.273,89,glucose_minimal,1408.566386,0.31,,,
dsba,b3860,[oc],23.104,208,glucose_minimal,1141.993376,0.31,,,
pola,b3863,[l],103.12,928,glucose_minimal,248.4039691,0.31,,,
yiha,b3865,[r],23.561,210,glucose_minimal,719.784315,0.31,,,
yihi,b3866,[s],19.059,169,glucose_minimal,310.1218739,0.31,,,
hemn,b3867,[h],52.728,457,glucose_minimal,39.97762178,0.31,,,
glng,b3868,[t],52.254,469,glucose_minimal,25.66444154,0.31,,,
glnl,b3869,[t],38.556,349,glucose_minimal,,0.31,,,
glna,b3870,[e],51.903,469,glucose_minimal,5269.40798,0.31,,,
typa,b3871,,67.355,607,glucose_minimal,832.5352724,0.31,,,
yihx,b3885,,22.732,199,glucose_minimal,,0.31,,,
rbn,b3886,[s],32.929,305,glucose_minimal,,0.31,,,
dtd,b3887,[j],15.95,145,glucose_minimal,84.96191379,0.31,,,
fdhe,b3891,[o],34.746,309,glucose_minimal,94.23684944,0.31,,,
soda,b3908,,23.097,206,glucose_minimal,37951.0142,0.31,,,
yiim,b3910,[s],25.342,224,glucose_minimal,161.6264885,0.31,,,
cpxr,b3912,[tk],26.312,232,glucose_minimal,1013.711282,0.31,,,
pfka,b3916,[g],34.842,320,glucose_minimal,2099.169137,0.31,,,
sbp,b3917,[p],36.659,329,glucose_minimal,142.056941,0.31,,,
tpia,b3919,[g],26.972,255,glucose_minimal,5862.461429,0.31,,,
uspd,b3923,,16.293,142,glucose_minimal,206.2176284,0.31,,,
fpr,b3924,[c],27.751,248,glucose_minimal,85.40029643,0.31,,,
glpx,b3925,[g],35.852,336,glucose_minimal,42.01533637,0.31,,,
glpk,b3926,[c],56.23,502,glucose_minimal,475.0849467,0.31,,,
zapb,b3928,,9.6347,81,glucose_minimal,6454.420745,0.31,,,
rraa,b3929,[h],17.36,161,glucose_minimal,890.4068756,0.31,,,
hslu,b3931,[o],49.593,443,glucose_minimal,1229.149233,0.31,,,
hslv,b3932,[o],19.093,176,glucose_minimal,347.4110158,0.31,,,
ftsn,b3933,[d],35.793,319,glucose_minimal,80.7722313,0.31,,,
rpme,b3936,[j],7.871,70,glucose_minimal,11385.83444,0.31,,,
metj,b3938,[ke],12.141,105,glucose_minimal,1830.230666,0.31,,,
metb,b3939,[e],41.55,386,glucose_minimal,455.3159063,0.31,,,
metl,b3940,[e],88.887,810,glucose_minimal,100.9525826,0.31,,,
metf,b3941,[e],33.102,296,glucose_minimal,1210.816617,0.31,,,
katg,b3942,[p],80.023,726,glucose_minimal,1675.986423,0.31,,,
ptsa,b3947,[g],91.773,833,glucose_minimal,,0.31,,,
eptc,b3955,,66.609,577,glucose_minimal,163.0528826,0.31,,,
ppc,b3956,[c],99.061,883,glucose_minimal,2963.070916,0.31,,,
arge,b3957,[e],42.347,383,glucose_minimal,224.0678677,0.31,,,
argc,b3958,[e],35.952,334,glucose_minimal,570.5343809,0.31,,,
argb,b3959,[e],27.159,258,glucose_minimal,1588.672578,0.31,,,
argh,b3960,[e],50.318,457,glucose_minimal,730.7758367,0.31,,,
oxyr,b3961,[k],34.276,305,glucose_minimal,146.1800571,0.31,,,
stha,b3962,[c],51.56,466,glucose_minimal,2138.079848,0.31,,,
trma,b3965,[j],41.966,366,glucose_minimal,128.6591647,0.31,,,
btub,b3966,[h],68.406,614,glucose_minimal,244.7086743,0.31,,,
muri,b3967,[m],31.002,285,glucose_minimal,,0.31,,,
murb,b3972,[m],37.851,342,glucose_minimal,,0.31,,,
coaa,b3974,[h],36.359,316,glucose_minimal,68.36206128,0.31,,,
nusg,b3982,[k],20.531,181,glucose_minimal,3807.150946,0.31,,,
rplk,b3983,[j],14.875,142,glucose_minimal,11687.52685,0.31,,,
rpla,b3984,[j],24.729,234,glucose_minimal,19512.39228,0.31,,,
rplj,b3985,[j],17.711,165,glucose_minimal,22110.51169,0.31,,,
rpll,b3986,[j],12.295,121,glucose_minimal,47825.21159,0.31,,,
rpob,b3987,[k],150.63,1342,glucose_minimal,3743.343185,0.31,,,
rpoc,b3988,[k],155.16,1407,glucose_minimal,3729.278278,0.31,,,
thih,b3990,[hr],43.32,377,glucose_minimal,,0.31,,,
thig,b3991,,26.896,256,glucose_minimal,894.2601823,0.31,,,
thif,b3992,,26.969,251,glucose_minimal,539.2266992,0.31,,,
thie,b3993,[h],23.015,211,glucose_minimal,488.6464405,0.31,,,
thic,b3994,[h],70.85,631,glucose_minimal,678.9219537,0.31,,,
rsd,b3995,[k],18.243,158,glucose_minimal,341.3636787,0.31,,,
heme,b3997,[h],39.248,354,glucose_minimal,220.9192689,0.31,,,
yjag,b3999,[s],22.612,196,glucose_minimal,197.2156175,0.31,,,
hupa,b4000,[l],9.5349,90,glucose_minimal,54052.32017,0.31,,,
purd,b4005,[f],45.94,429,glucose_minimal,421.6018016,0.31,,,
purh,b4006,[f],57.329,529,glucose_minimal,1390.610001,0.31,,,
meta,b4013,[e],35.727,309,glucose_minimal,502.2912635,0.31,,,
aceb,b4014,[c],60.273,533,glucose_minimal,13892.27833,0.31,,,
acea,b4015,[c],47.521,434,glucose_minimal,122710.8981,0.31,,,
meth,b4019,[e],136,1227,glucose_minimal,209.1208294,0.31,,,
pepe,b4021,[e],24.57,229,glucose_minimal,,0.31,,,
lysc,b4024,[e],48.531,449,glucose_minimal,344.8366079,0.31,,,
pgi,b4025,[g],61.529,549,glucose_minimal,3024.105317,0.31,,,
malf,b4033,[g],57.013,514,glucose_minimal,,0.31,,,
male,b4034,[g],43.387,396,glucose_minimal,29171.33762,0.31,,,
malk,b4035,[g],40.99,371,glucose_minimal,663.7501702,0.31,,,
lamb,b4036,[g],49.912,446,glucose_minimal,15045.46581,0.31,,,
malm,b4037,,31.943,306,glucose_minimal,4831.192423,0.31,,,
ubic,b4039,,18.777,165,glucose_minimal,,0.31,,,
plsb,b4041,,91.38,807,glucose_minimal,177.3560516,0.31,,,
lexa,b4043,[kt],22.357,202,glucose_minimal,143.1635309,0.31,,,
yjbj,b4045,[s],8.3252,69,glucose_minimal,,0.31,,,
dusa,b4049,,36.81,330,glucose_minimal,64.54753795,0.31,,,
qora,b4051,,35.172,327,glucose_minimal,357.2429207,0.31,,,
dnab,b4052,[l],52.389,471,glucose_minimal,62.21446293,0.31,,,
tyrb,b4054,[e],43.537,397,glucose_minimal,1425.211685,0.31,,,
apha,b4055,[r],26.103,237,glucose_minimal,639.4616692,0.31,,,
yjbr,b4057,[s],13.519,118,glucose_minimal,426.5174485,0.31,,,
uvra,b4058,[l],103.87,940,glucose_minimal,45.25111178,0.31,,,
ssb,b4059,[l],18.975,178,glucose_minimal,2033.883676,0.31,,,
yjcd,b4064,[r],45.711,449,glucose_minimal,117.3732559,0.31,,,
actp,b4067,[r],59.196,549,glucose_minimal,337.163521,0.31,,,
yjch,b4068,[s],11.671,104,glucose_minimal,,0.31,,,
acs,b4069,[i],72.093,652,glucose_minimal,13739.44058,0.31,,,
yjdn,b4107,,16.171,147,glucose_minimal,163.1598165,0.31,,,
yjdm,b4108,,12.345,111,glucose_minimal,368.2268036,0.31,,,
yjcz,b4110,,32.898,292,glucose_minimal,,0.31,,,
prop,b4111,[gepr],54.845,500,glucose_minimal,37.75766191,0.31,,,
basr,b4113,[tk],25.031,222,glucose_minimal,,0.31,,,
fumb,b4122,[c],60.105,548,glucose_minimal,,0.31,,,
lysu,b4129,[j],57.826,505,glucose_minimal,,0.31,,,
yjdc,b4135,[k],21.931,191,glucose_minimal,260.2881063,0.31,,,
dsbd,b4136,,61.794,565,glucose_minimal,20.79071311,0.31,,,
dcua,b4138,[r],45.75,433,glucose_minimal,,0.31,,,
aspa,b4139,,52.356,478,glucose_minimal,2507.791108,0.31,,,
gros,b4142,[o],10.387,97,glucose_minimal,28102.04929,0.31,,,
grol,b4143,[o],57.328,548,glucose_minimal,23031.39275,0.31,,,
yjei,b4144,,11.958,117,glucose_minimal,1553.678275,0.31,,,
efp,b4147,[j],20.591,188,glucose_minimal,3003.139015,0.31,,,
frdb,b4153,[c],27.123,244,glucose_minimal,,0.31,,,
frda,b4154,[c],65.971,602,glucose_minimal,296.3934292,0.31,,,
yjep,b4159,[m],123.97,1107,glucose_minimal,,0.31,,,
psd,b4160,[i],35.934,322,glucose_minimal,315.176582,0.31,,,
rsga,b4161,,39.193,350,glucose_minimal,225.0412886,0.31,,,
orn,b4162,,20.815,181,glucose_minimal,419.4126524,0.31,,,
yjee,b4168,[r],16.853,153,glucose_minimal,,0.31,,,
hfq,b4172,[r],11.166,102,glucose_minimal,11545.71308,0.31,,,
hflx,b4173,[r],48.327,426,glucose_minimal,,0.31,,,
hflk,b4174,[o],45.544,419,glucose_minimal,764.4799349,0.31,,,
hflc,b4175,[o],37.649,334,glucose_minimal,1140.58949,0.31,,,
pura,b4177,[f],47.344,432,glucose_minimal,8196.33723,0.31,,,
nsrr,b4178,,15.593,141,glucose_minimal,75.69257492,0.31,,,
rnr,b4179,,92.108,813,glucose_minimal,92.34388778,0.31,,,
rlmb,b4180,[j],26.556,243,glucose_minimal,78.4363607,0.31,,,
rpsf,b4200,[j],15.703,135,glucose_minimal,15364.18349,0.31,,,
rpsr,b4202,[j],8.9863,75,glucose_minimal,15222.96078,0.31,,,
rpli,b4203,[j],15.769,149,glucose_minimal,28755.43579,0.31,,,
fklb,b4207,,22.216,206,glucose_minimal,1996.332569,0.31,,,
cyca,b4208,[e],51.659,470,glucose_minimal,505.3260898,0.31,,,
qorb,b4211,,29.733,286,glucose_minimal,6.901279236,0.31,,,
cpdb,b4213,[f],70.831,647,glucose_minimal,284.2304438,0.31,,,
cysq,b4214,[p],27.176,246,glucose_minimal,440.975602,0.31,,,
ytfj,b4216,[r],20.42,184,glucose_minimal,,0.31,,,
ytfl,b4218,[r],49.762,447,glucose_minimal,,0.31,,,
msra,b4219,[o],23.315,212,glucose_minimal,99.91157156,0.31,,,
ytfp,b4222,[s],12.866,113,glucose_minimal,,0.31,,,
ppa,b4226,[c],19.703,176,glucose_minimal,12588.12246,0.31,,,
ytfq,b4227,[g],34.344,318,glucose_minimal,,0.31,,,
fbp,b4232,[g],36.833,332,glucose_minimal,831.4272781,0.31,,,
mpl,b4233,[m],49.874,457,glucose_minimal,210.5756354,0.31,,,
yjga,b4234,[s],21.359,183,glucose_minimal,213.627697,0.31,,,
pmba,b4235,[r],48.369,450,glucose_minimal,468.849674,0.31,,,
mgta,b4242,[p],99.465,898,glucose_minimal,,0.31,,,
rida,b4243,,13.611,128,glucose_minimal,8431.599268,0.31,,,
pyri,b4244,[f],17.12,153,glucose_minimal,16121.4185,0.31,,,
pyrb,b4245,[f],34.427,311,glucose_minimal,16216.08415,0.31,,,
taba,b4252,,16.865,150,glucose_minimal,15784.42119,0.31,,,
argi,b4254,[e],36.907,334,glucose_minimal,2153.515888,0.31,,,
rrab,b4255,,15.603,138,glucose_minimal,674.9179476,0.31,,,
vals,b4258,[j],108.19,951,glucose_minimal,852.3351024,0.31,,,
pepa,b4260,[e],54.879,503,glucose_minimal,547.7690802,0.31,,,
lptf,b4261,,40.357,366,glucose_minimal,,0.31,,,
lptg,b4262,,39.618,360,glucose_minimal,,0.31,,,
yjgr,b4263,[r],54.332,500,glucose_minimal,63.59620062,0.31,,,
yjgb,b4269,,36.501,339,glucose_minimal,62.48346269,0.31,,,
insg,b4278,,50.385,442,glucose_minimal,44.66532424,0.31,,,
yjhu,b4295,[k],36.111,328,glucose_minimal,63.74625997,0.31,,,
uxua,b4322,[g],44.838,394,glucose_minimal,401.5011968,0.31,,,
uxub,b4323,[g],53.58,486,glucose_minimal,,0.31,,,
iada,b4328,,41.083,390,glucose_minimal,,0.31,,,
hsdm,b4349,[v],59.306,529,glucose_minimal,76.05358418,0.31,,,
hsdr,b4350,[v],134.09,1170,glucose_minimal,,0.31,,,
yjia,b4352,,35.659,318,glucose_minimal,77.66783993,0.31,,,
tsr,b4355,[nt],59.442,551,glucose_minimal,178.1306709,0.31,,,
opgb,b4359,,85.493,763,glucose_minimal,,0.31,,,
yjja,b4360,,17.352,164,glucose_minimal,134.3222195,0.31,,,
rsmc,b4371,[j],37.624,343,glucose_minimal,187.6213286,0.31,,,
prfc,b4375,[j],59.573,529,glucose_minimal,395.9628883,0.31,,,
osmy,b4376,[r],21.073,201,glucose_minimal,1077.299599,0.31,,,
deoc,b4381,[f],27.733,259,glucose_minimal,717.6595627,0.31,,,
deoa,b4382,[f],47.207,440,glucose_minimal,116.4017116,0.31,,,
deob,b4383,[g],44.369,407,glucose_minimal,1285.698347,0.31,,,
deod,b4384,[f],25.95,239,glucose_minimal,4479.578052,0.31,,,
lpla,b4386,[h],37.925,338,glucose_minimal,55.6639277,0.31,,,
serb,b4388,[e],35.042,322,glucose_minimal,32.33039609,0.31,,,
rada,b4389,[o],49.472,460,glucose_minimal,,0.31,,,
yjjk,b4391,[r],62.442,555,glucose_minimal,2833.143005,0.31,,,
slt,b4392,,73.352,645,glucose_minimal,,0.31,,,
trpr,b4393,[k],12.355,108,glucose_minimal,533.4343134,0.31,,,
yjjx,b4394,[s],18.212,170,glucose_minimal,,0.31,,,
ytjc,b4395,[g],24.065,215,glucose_minimal,234.0796685,0.31,,,
rob,b4396,[k],33.144,289,glucose_minimal,,0.31,,,
crea,b4397,[s],17.108,157,glucose_minimal,,0.31,,,
arca,b4401,[tk],27.292,238,glucose_minimal,4050.847966,0.31,,,
yaep,b4406,,7.2141,66,glucose_minimal,448.7900757,0.31,,,
ecnb,b4411,,4.8095,48,glucose_minimal,,0.31,,,
ygiq,b4469,,83.477,739,glucose_minimal,,0.31,,,
ilvg,b4488,,59.284,548,glucose_minimal,,0.31,,,
gnsa,b4517,,6.5755,57,glucose_minimal,,0.31,,,
icdc,b4519,,6.064,54,glucose_minimal,,0.31,,,
yecj,b4537,,9.1225,83,glucose_minimal,186.7021982,0.31,,,
yibt,b4554,,7.9952,69,glucose_minimal,607.395048,0.31,,,
yifl,b4558,,7.1771,67,glucose_minimal,514.5560139,0.31,,,
thra,b0002,[e],89.119,820,glucose_minimal,4547.327733,0.41,,,
thrb,b0003,[e],33.623,310,glucose_minimal,808.6377696,0.41,,,
thrc,b0004,[e],47.113,428,glucose_minimal,6219.871408,0.41,,,
yaaa,b0006,[s],29.585,258,glucose_minimal,,0.41,,,
talb,b0008,[g],35.219,317,glucose_minimal,16228.38362,0.41,,,
mog,b0009,[h],21.222,195,glucose_minimal,,0.41,,,
dnak,b0014,[o],69.114,638,glucose_minimal,11611.96149,0.41,,,
dnaj,b0015,[o],41.1,376,glucose_minimal,514.7709024,0.41,,,
rpst,b0023,[j],9.6843,87,glucose_minimal,18028.96227,0.41,,,
ribf,b0025,[h],34.734,313,glucose_minimal,,0.41,,,
iles,b0026,[j],104.3,938,glucose_minimal,1762.218405,0.41,,,
fkpb,b0028,[o],16.081,149,glucose_minimal,529.9645038,0.41,,,
isph,b0029,[im],34.774,316,glucose_minimal,144.8634742,0.41,,,
rihc,b0030,[f],32.56,304,glucose_minimal,,0.41,,,
dapb,b0031,[e],28.756,273,glucose_minimal,612.0171073,0.41,,,
cara,b0032,[ef],41.431,382,glucose_minimal,2058.862088,0.41,,,
carb,b0033,[ef],117.84,1073,glucose_minimal,2055.286024,0.41,,,
fola,b0048,[h],17.999,159,glucose_minimal,,0.41,,,
apah,b0049,[t],31.296,280,glucose_minimal,59.39632767,0.41,,,
rsma,b0051,,30.42,273,glucose_minimal,219.480254,0.41,,,
sura,b0053,[o],47.283,428,glucose_minimal,1052.911614,0.41,,,
lptd,b0054,,89.67,784,glucose_minimal,254.6886891,0.41,,,
rapa,b0059,,109.77,968,glucose_minimal,76.70608229,0.41,,,
thib,b0068,,36.163,327,glucose_minimal,404.4174687,0.41,,,
leud,b0071,[e],22.487,201,glucose_minimal,6460.491702,0.41,,,
leuc,b0072,[e],49.881,466,glucose_minimal,4701.105393,0.41,,,
leub,b0073,,39.517,363,glucose_minimal,3842.202257,0.41,,,
leua,b0074,[e],57.297,523,glucose_minimal,4353.292759,0.41,,,
ilvi,b0077,,62.984,574,glucose_minimal,488.6167818,0.41,,,
ilvh,b0078,[e],17.977,163,glucose_minimal,1064.995837,0.41,,,
cra,b0080,,37.999,334,glucose_minimal,142.3494503,0.41,,,
rsmh,b0082,,34.877,313,glucose_minimal,139.6209863,0.41,,,
mure,b0085,[m],53.343,495,glucose_minimal,85.66605697,0.41,,,
murf,b0086,[m],47.447,452,glucose_minimal,48.80521431,0.41,,,
murd,b0088,[m],46.973,438,glucose_minimal,126.717805,0.41,,,
murg,b0090,[m],37.814,355,glucose_minimal,53.37938609,0.41,,,
murc,b0091,[m],53.625,491,glucose_minimal,52.19550658,0.41,,,
ddlb,b0092,[m],32.839,306,glucose_minimal,62.0459155,0.41,,,
ftsa,b0094,[d],45.329,420,glucose_minimal,193.8882051,0.41,,,
ftsz,b0095,[d],40.323,383,glucose_minimal,2270.916664,0.41,,,
lpxc,b0096,[m],33.956,305,glucose_minimal,49.04593535,0.41,,,
seca,b0098,[u],102.02,901,glucose_minimal,586.9917331,0.41,,,
yacf,b0102,[s],28.291,247,glucose_minimal,95.34181445,0.41,,,
guac,b0104,[f],37.383,347,glucose_minimal,978.4919804,0.41,,,
nadc,b0109,[h],32.762,297,glucose_minimal,149.7360112,0.41,,,
arop,b0112,[e],49.69,457,glucose_minimal,166.9685812,0.41,,,
pdhr,b0113,[k],29.425,254,glucose_minimal,,0.41,,,
acee,b0114,[c],99.667,887,glucose_minimal,5743.828815,0.41,,,
acef,b0115,[c],66.095,630,glucose_minimal,4523.736157,0.41,,,
lpd,b0116,[c],50.688,474,glucose_minimal,11803.69688,0.41,,,
acnb,b0118,[c],93.497,865,glucose_minimal,13413.50427,0.41,,,
yacl,b0119,[s],13.941,120,glucose_minimal,107.7110179,0.41,,,
sped,b0120,[e],30.384,264,glucose_minimal,368.468295,0.41,,,
spee,b0121,[e],32.321,288,glucose_minimal,378.5861198,0.41,,,
yacc,b0122,,12.854,115,glucose_minimal,,0.41,,,
cueo,b0123,[q],56.556,516,glucose_minimal,263.8732943,0.41,,,
gcd,b0124,[g],86.746,796,glucose_minimal,48.62683315,0.41,,,
hpt,b0125,,20.115,178,glucose_minimal,656.9968615,0.41,,,
can,b0126,[p],25.096,220,glucose_minimal,2039.57878,0.41,,,
yadg,b0127,[v],34.647,308,glucose_minimal,116.4138445,0.41,,,
pand,b0131,[h],13.834,126,glucose_minimal,655.1699135,0.41,,,
panc,b0133,[h],31.597,283,glucose_minimal,1365.087365,0.41,,,
panb,b0134,[h],28.237,264,glucose_minimal,1395.335129,0.41,,,
pcnb,b0143,[j],53.87,465,glucose_minimal,60.25412113,0.41,,,
dksa,b0145,[t],17.528,151,glucose_minimal,1819.799582,0.41,,,
mrcb,b0149,[m],94.291,844,glucose_minimal,354.6479809,0.41,,,
fhua,b0150,[p],82.181,747,glucose_minimal,447.5236871,0.41,,,
heml,b0154,[h],45.366,426,glucose_minimal,1052.995525,0.41,,,
erpa,b0156,,12.1,114,glucose_minimal,1272.778966,0.41,,,
mtn,b0159,,24.354,232,glucose_minimal,493.3390786,0.41,,,
degp,b0161,[o],49.354,474,glucose_minimal,806.5523593,0.41,,,
yaeh,b0163,,15.096,128,glucose_minimal,4266.625562,0.41,,,
dapd,b0166,[e],29.892,274,glucose_minimal,4919.252778,0.41,,,
glnd,b0167,[o],102.39,890,glucose_minimal,,0.41,,,
map,b0168,[j],29.33,264,glucose_minimal,563.6194363,0.41,,,
rpsb,b0169,[j],26.743,241,glucose_minimal,23553.34513,0.41,,,
tsf,b0170,[j],30.423,283,glucose_minimal,19061.38887,0.41,,,
pyrh,b0171,[f],25.97,241,glucose_minimal,631.3603079,0.41,,,
frr,b0172,[j],20.638,185,glucose_minimal,3545.92215,0.41,,,
ispu,b0174,[i],28.444,253,glucose_minimal,64.30489402,0.41,,,
rsep,b0176,,49.071,450,glucose_minimal,,0.41,,,
bama,b0177,,90.552,810,glucose_minimal,1695.26431,0.41,,,
skp,b0178,,17.688,161,glucose_minimal,8698.31725,0.41,,,
lpxd,b0179,[m],36.038,341,glucose_minimal,223.4858146,0.41,,,
fabz,b0180,[i],17.033,151,glucose_minimal,2441.361813,0.41,,,
lpxa,b0181,[m],28.08,262,glucose_minimal,557.5124306,0.41,,,
acca,b0185,[i],35.241,319,glucose_minimal,2031.757667,0.41,,,
yaer,b0187,,14.737,129,glucose_minimal,,0.41,,,
rof,b0189,[k],9.4795,84,glucose_minimal,,0.41,,,
nlpe,b0192,[mp],25.844,236,glucose_minimal,,0.41,,,
pros,b0194,[j],63.692,572,glucose_minimal,2015.296503,0.41,,,
rcsf,b0196,,14.163,134,glucose_minimal,215.610654,0.41,,,
metq,b0197,[p],29.431,271,glucose_minimal,29014.66342,0.41,,,
meti,b0198,[p],23.256,217,glucose_minimal,,0.41,,,
metn,b0199,[p],37.788,343,glucose_minimal,388.6929383,0.41,,,
gmhb,b0200,[e],21.294,191,glucose_minimal,166.7736631,0.41,,,
dkgb,b0207,[r],29.436,267,glucose_minimal,161.3681744,0.41,,,
glob,b0212,[r],28.434,251,glucose_minimal,106.5710793,0.41,,,
ivy,b0220,,16.872,157,glucose_minimal,582.9074706,0.41,,,
fade,b0221,[i],89.223,814,glucose_minimal,203.1389327,0.41,,,
lpca,b0222,[g],20.815,192,glucose_minimal,2749.969223,0.41,,,
dinj,b0226,[l],9.4057,86,glucose_minimal,,0.41,,,
pepd,b0237,[e],52.915,485,glucose_minimal,2189.398405,0.41,,,
gpt,b0238,[f],16.97,152,glucose_minimal,1266.985709,0.41,,,
frsa,b0239,[r],47.008,414,glucose_minimal,163.7737452,0.41,,,
crl,b0240,,15.655,133,glucose_minimal,3067.969871,0.41,,,
prob,b0242,[e],39.056,367,glucose_minimal,459.095871,0.41,,,
proa,b0243,[e],44.63,417,glucose_minimal,589.2311214,0.41,,,
insh,b0259,,39.327,338,glucose_minimal,,0.41,,,
argf,b0273,[e],36.827,334,glucose_minimal,123.1522655,0.41,,,
yagu,b0287,[s],22.967,204,glucose_minimal,224.6780516,0.41,,,
betb,b0312,[c],52.911,490,glucose_minimal,,0.41,,,
yahk,b0325,[r],37.978,349,glucose_minimal,1537.398652,0.41,,,
yaho,b0329,,9.8953,91,glucose_minimal,233.5093681,0.41,,,
prpb,b0331,[g],32.134,296,glucose_minimal,,0.41,,,
prpc,b0333,[c],43.102,389,glucose_minimal,,0.41,,,
prpd,b0334,[r],53.951,483,glucose_minimal,,0.41,,,
codb,b0336,[f],43.649,419,glucose_minimal,,0.41,,,
coda,b0337,[fr],47.59,427,glucose_minimal,1197.79133,0.41,,,
laci,b0345,,38.59,360,glucose_minimal,,0.41,,,
mhpr,b0346,[k],31.322,277,glucose_minimal,43.79543426,0.41,,,
yail,b0354,,19.923,179,glucose_minimal,184.2299452,0.41,,,
frma,b0356,[c],39.359,369,glucose_minimal,260.9713456,0.41,,,
frmr,b0357,,10.318,91,glucose_minimal,,0.41,,,
hemb,b0369,,35.624,324,glucose_minimal,368.3713728,0.41,,,
ddla,b0381,[m],39.315,364,glucose_minimal,116.1912062,0.41,,,
irap,b0382,,9.9374,86,glucose_minimal,1079.887124,0.41,,,
psif,b0384,,11.686,106,glucose_minimal,403.236973,0.41,,,
proc,b0386,[e],28.145,269,glucose_minimal,810.4084742,0.41,,,
arol,b0388,[e],19.151,174,glucose_minimal,,0.41,,,
yaie,b0391,[s],10.234,94,glucose_minimal,424.8402655,0.41,,,
rdgc,b0393,[l],33.993,303,glucose_minimal,293.3547164,0.41,,,
mak,b0394,[kg],32.499,302,glucose_minimal,77.6194349,0.41,,,
quea,b0405,[j],39.43,356,glucose_minimal,68.01802589,0.41,,,
tgt,b0406,[j],42.593,375,glucose_minimal,260.0296906,0.41,,,
yajc,b0407,[u],11.887,110,glucose_minimal,6042.153673,0.41,,,
secd,b0408,[u],66.631,615,glucose_minimal,579.9427894,0.41,,,
secf,b0409,[u],35.382,323,glucose_minimal,208.7248736,0.41,,,
yajd,b0410,,13.364,115,glucose_minimal,187.3248077,0.41,,,
tsx,b0411,[m],33.589,294,glucose_minimal,1477.054138,0.41,,,
nrdr,b0413,,17.229,149,glucose_minimal,310.6823793,0.41,,,
ribd,b0414,[h],40.338,367,glucose_minimal,,0.41,,,
ribe,b0415,[h],16.156,156,glucose_minimal,4145.5717,0.41,,,
nusb,b0416,[k],15.689,139,glucose_minimal,1150.488022,0.41,,,
thil,b0417,[h],35.07,325,glucose_minimal,,0.41,,,
yajo,b0419,[c],36.42,324,glucose_minimal,114.0106408,0.41,,,
dxs,b0420,[hi],67.616,620,glucose_minimal,129.1711269,0.41,,,
ispa,b0421,[h],32.159,299,glucose_minimal,69.04179243,0.41,,,
xseb,b0422,[l],8.9518,80,glucose_minimal,,0.41,,,
