gene,bnumber,COG class,molecular_weight_kDa,sequence_length,condition,copy_number_molecule-per-fL,growth_rate_hr-1,,,,,,,,,,
rpoa,b3295,[k],36.511,329,rich,9956.928689,0.25,,,,,,,,,,
rpsd,b3296,[j],23.469,206,rich,22319.96287,0.25,,,,,,,,,,
rpsk,b3297,[j],13.845,129,rich,6857.125525,0.25,,,,,,,,,,
rpsm,b3298,[j],13.099,118,rich,17055.87074,0.25,,,,,,,,,,
rpmj,b3299,[j],4.3643,38,rich,1731.809866,0.25,,,,,,,,,,
secy,b3300,[u],48.511,443,rich,280.0417951,0.25,,,,,,,,,,
rplo,b3301,[j],14.98,144,rich,13515.40622,0.25,,,,,,,,,,
rpmd,b3302,[j],6.5417,59,rich,17842.85398,0.25,,,,,,,,,,
rpse,b3303,[j],17.603,167,rich,22126.68043,0.25,,,,,,,,,,
rplr,b3304,[j],12.769,117,rich,9865.959246,0.25,,,,,,,,,,
rplf,b3305,[j],18.904,177,rich,19145.14506,0.25,,,,,,,,,,
rpsh,b3306,[j],14.126,130,rich,12459.83607,0.25,,,,,,,,,,
rpsn,b3307,[j],11.58,101,rich,6249.42081,0.25,,,,,,,,,,
rple,b3308,[j],20.301,179,rich,20875.75636,0.25,,,,,,,,,,
rplx,b3309,[j],11.316,104,rich,14464.93814,0.25,,,,,,,,,,
rpln,b3310,[j],13.541,123,rich,9258.573729,0.25,,,,,,,,,,
rpsq,b3311,[j],9.7043,84,rich,9132.991697,0.25,,,,,,,,,,
rpmc,b3312,[j],7.2734,63,rich,16626.53055,0.25,,,,,,,,,,
rplp,b3313,[j],15.281,136,rich,9030.453798,0.25,,,,,,,,,,
rpsc,b3314,[j],25.983,233,rich,17726.72878,0.25,,,,,,,,,,
rplv,b3315,[j],12.226,110,rich,21308.37673,0.25,,,,,,,,,,
rpss,b3316,[j],10.43,92,rich,9857.370714,0.25,,,,,,,,,,
rplb,b3317,[j],29.86,273,rich,11543.0862,0.25,,,,,,,,,,
rplw,b3318,[j],11.199,100,rich,2958.993363,0.25,,,,,,,,,,
rpld,b3319,[j],22.086,201,rich,14991.04003,0.25,,,,,,,,,,
rplc,b3320,[j],22.243,209,rich,13050.8603,0.25,,,,,,,,,,
rpsj,b3321,[j],11.735,103,rich,20990.95049,0.25,,,,,,,,,,
gsph,b3329,[nu],18.565,169,rich,,0.25,,,,,,,,,,
bfr,b3336,[p],18.495,158,rich,8798.888472,0.25,,,,,,,,,,
tufa,b3339,[j],43.283,394,rich,121853.7398,0.25,,,,,,,,,,
fusa,b3340,[j],77.58,704,rich,17428.46718,0.25,,,,,,,,,,
rpsg,b3341,[j],20.019,179,rich,23192.00435,0.25,,,,,,,,,,
rpsl,b3342,[j],13.737,124,rich,6272.518944,0.25,,,,,,,,,,
yheo,b3346,,26.82,240,rich,217.6010229,0.25,,,,,,,,,,
fkpa,b3347,[o],28.882,270,rich,2439.469703,0.25,,,,,,,,,,
slyd,b3349,[o],20.853,196,rich,775.9410443,0.25,,,,,,,,,,
yhes,b3352,[r],71.843,637,rich,25.69680154,0.25,,,,,,,,,,
yhfa,b3356,[o],14.517,134,rich,190.9006071,0.25,,,,,,,,,,
crp,b3357,[t],23.64,210,rich,10176.17201,0.25,,,,,,,,,,
argd,b3359,[e],43.766,406,rich,633.567878,0.25,,,,,,,,,,
ppia,b3363,[o],20.431,190,rich,559.4211562,0.25,,,,,,,,,,
yhfw,b3380,[g],44.559,408,rich,507.381367,0.25,,,,,,,,,,
trps,b3384,[j],37.437,334,rich,1259.326929,0.25,,,,,,,,,,
gph,b3385,[r],27.389,252,rich,,0.25,,,,,,,,,,
rpe,b3386,[g],24.554,225,rich,733.4090705,0.25,,,,,,,,,,
damx,b3388,[s],46.161,428,rich,258.9143952,0.25,,,,,,,,,,
arob,b3389,[e],38.881,362,rich,444.2415315,0.25,,,,,,,,,,
arok,b3390,,19.538,173,rich,475.0894095,0.25,,,,,,,,,,
mrca,b3396,[m],93.635,850,rich,,0.25,,,,,,,,,,
nude,b3397,[lr],21.153,186,rich,,0.25,,,,,,,,,,
yrff,b3398,,79.489,711,rich,,0.25,,,,,,,,,,
hslo,b3401,[o],32.534,292,rich,333.2335316,0.25,,,,,,,,,,
pck,b3403,[c],59.643,540,rich,9410.842747,0.25,,,,,,,,,,
ompr,b3405,[tk],27.353,239,rich,1741.486405,0.25,,,,,,,,,,
yhgf,b3407,,85.119,773,rich,258.9874822,0.25,,,,,,,,,,
feob,b3409,[p],84.473,773,rich,,0.25,,,,,,,,,,
nfua,b3414,,20.997,191,rich,2491.447044,0.25,,,,,,,,,,
malq,b3416,[g],78.503,694,rich,32.06608756,0.25,,,,,,,,,,
malp,b3417,,90.521,797,rich,577.3138953,0.25,,,,,,,,,,
malt,b3418,[k],103.12,901,rich,78.348647,0.25,,,,,,,,,,
glpr,b3423,[kg],28.048,252,rich,,0.25,,,,,,,,,,
glgp,b3428,[g],93.171,815,rich,108.9338172,0.25,,,,,,,,,,
glga,b3429,[g],52.822,477,rich,298.4286079,0.25,,,,,,,,,,
glgc,b3430,[g],48.697,431,rich,,0.25,,,,,,,,,,
glgx,b3431,[g],73.576,657,rich,,0.25,,,,,,,,,,
glgb,b3432,[g],84.336,728,rich,,0.25,,,,,,,,,,
asd,b3433,[e],40.017,367,rich,3007.251358,0.25,,,,,,,,,,
gntr,b3438,,36.422,331,rich,,0.25,,,,,,,,,,
yhhw,b3439,[r],26.279,231,rich,,0.25,,,,,,,,,,
yhhx,b3440,[r],38.765,345,rich,158.4359197,0.25,,,,,,,,,,
ggt,b3447,[e],61.767,580,rich,,0.25,,,,,,,,,,
yhha,b3448,,16.624,146,rich,,0.25,,,,,,,,,,
ugpq,b3449,[c],27.409,247,rich,,0.25,,,,,,,,,,
ugpc,b3450,[g],39.523,356,rich,,0.25,,,,,,,,,,
ugpb,b3453,[g],48.448,438,rich,983.442714,0.25,,,,,,,,,,
livf,b3454,,26.31,237,rich,312.6806359,0.25,,,,,,,,,,
livg,b3455,[e],28.427,255,rich,423.5112833,0.25,,,,,,,,,,
livm,b3456,[e],46.269,425,rich,27.25355493,0.25,,,,,,,,,,
livk,b3458,[e],39.378,369,rich,1335.105065,0.25,,,,,,,,,,
livj,b3460,,39.076,367,rich,19517.26125,0.25,,,,,,,,,,
ftsx,b3462,[d],38.543,352,rich,,0.25,,,,,,,,,,
ftse,b3463,[d],24.439,222,rich,864.5047508,0.25,,,,,,,,,,
ftsy,b3464,[u],54.513,497,rich,368.5548596,0.25,,,,,,,,,,
znta,b3469,[p],76.839,732,rich,124.3117381,0.25,,,,,,,,,,
dcrb,b3472,,19.787,185,rich,1527.202905,0.25,,,,,,,,,,
nikr,b3481,[k],15.094,133,rich,,0.25,,,,,,,,,,
rbba,b3486,[v],100.78,911,rich,,0.25,,,,,,,,,,
yhii,b3487,[m],38.828,355,rich,,0.25,,,,,,,,,,
pita,b3493,[p],53.388,499,rich,125.2816261,0.25,,,,,,,,,,
uspa,b3495,[t],16.066,144,rich,30972.41186,0.25,,,,,,,,,,
prlc,b3498,[e],77.166,680,rich,443.0026266,0.25,,,,,,,,,,
yhir,b3499,[r],31.941,280,rich,,0.25,,,,,,,,,,
gor,b3500,[c],48.772,450,rich,518.3517901,0.25,,,,,,,,,,
slp,b3506,,20.964,188,rich,1580.828049,0.25,,,,,,,,,,
hdeb,b3509,,12.043,108,rich,1216.589895,0.25,,,,,,,,,,
hdea,b3510,,11.857,110,rich,3504.202469,0.25,,,,,,,,,,
gada,b3517,[e],52.685,466,rich,,0.25,,,,,,,,,,
yhje,b3523,[gepr],47.207,440,rich,,0.25,,,,,,,,,,
kdgk,b3526,[g],33.962,309,rich,40.92902539,0.25,,,,,,,,,,
dcta,b3528,[c],45.436,428,rich,1127.246267,0.25,,,,,,,,,,
bcsc,b3530,,127.72,1157,rich,123.6485845,0.25,,,,,,,,,,
dppf,b3540,[e],37.56,334,rich,871.3027554,0.25,,,,,,,,,,
dppd,b3541,[ep],35.844,327,rich,805.0256844,0.25,,,,,,,,,,
dppc,b3542,[ep],32.308,300,rich,,0.25,,,,,,,,,,
dppb,b3543,[ep],37.497,339,rich,60.70507133,0.25,,,,,,,,,,
dppa,b3544,[e],60.293,535,rich,26575.03249,0.25,,,,,,,,,,
ghrb,b3553,,35.395,324,rich,310.7089246,0.25,,,,,,,,,,
yiaf,b3554,,25.663,236,rich,504.2700956,0.25,,,,,,,,,,
cspa,b3556,[k],7.4032,70,rich,349.4988174,0.25,,,,,,,,,,
glys,b3559,[j],76.812,689,rich,1813.513195,0.25,,,,,,,,,,
glyq,b3560,[j],34.774,303,rich,993.121335,0.25,,,,,,,,,,
xylf,b3566,[g],35.734,330,rich,,0.25,,,,,,,,,,
avta,b3572,,46.711,417,rich,,0.25,,,,,,,,,,
aldb,b3588,,56.306,512,rich,632.5464425,0.25,,,,,,,,,,
selb,b3590,[j],68.867,614,rich,,0.25,,,,,,,,,,
sela,b3591,[e],50.607,463,rich,,0.25,,,,,,,,,,
yibf,b3592,[o],22.545,202,rich,273.1965515,0.25,,,,,,,,,,
mtla,b3599,[g],67.971,637,rich,720.2353974,0.25,,,,,,,,,,
mtld,b3600,[g],41.139,382,rich,550.2965726,0.25,,,,,,,,,,
yibl,b3602,,13.696,120,rich,352.7826127,0.25,,,,,,,,,,
lldd,b3605,[c],42.728,396,rich,,0.25,,,,,,,,,,
cyse,b3607,[e],29.316,273,rich,314.1852188,0.25,,,,,,,,,,
gpsa,b3608,[c],36.361,339,rich,433.2730762,0.25,,,,,,,,,,
secb,b3609,[u],17.277,155,rich,5280.642149,0.25,,,,,,,,,,
grxc,b3610,[o],9.1374,83,rich,4583.481462,0.25,,,,,,,,,,
yibn,b3611,[p],15.596,143,rich,2358.072615,0.25,,,,,,,,,,
gpmm,b3612,,56.193,514,rich,264.0323683,0.25,,,,,,,,,,
envc,b3613,,46.594,419,rich,,0.25,,,,,,,,,,
tdh,b3616,[er],37.239,341,rich,243.6108757,0.25,,,,,,,,,,
kbl,b3617,[h],43.117,398,rich,,0.25,,,,,,,,,,
rfad,b3619,[mg],34.893,310,rich,2150.015396,0.25,,,,,,,,,,
rfaf,b3620,[m],39.042,348,rich,,0.25,,,,,,,,,,
waau,b3623,,41.729,357,rich,,0.25,,,,,,,,,,
rpmg,b3636,[j],6.3715,55,rich,6892.998473,0.25,,,,,,,,,,
rpmb,b3637,[j],9.0064,78,rich,13097.88519,0.25,,,,,,,,,,
dfp,b3639,,43.438,406,rich,128.2054122,0.25,,,,,,,,,,
dut,b3640,[f],16.155,151,rich,246.4756811,0.25,,,,,,,,,,
yicc,b3644,[s],33.175,287,rich,537.4982103,0.25,,,,,,,,,,
gmk,b3648,[f],23.592,207,rich,101.2720346,0.25,,,,,,,,,,
rpoz,b3649,[k],10.236,91,rich,3174.375739,0.25,,,,,,,,,,
spot,b3650,[tk],79.342,702,rich,,0.25,,,,,,,,,,
yich,b3655,,62.272,569,rich,14.53626528,0.25,,,,,,,,,,
nlpa,b3661,[p],29.423,272,rich,625.7895284,0.25,,,,,,,,,,
ilvn,b3670,[e],11.106,96,rich,1095.085722,0.25,,,,,,,,,,
ilvb,b3671,[eh],60.44,562,rich,1215.232464,0.25,,,,,,,,,,
ibpa,b3687,[o],15.774,137,rich,,0.25,,,,,,,,,,
yida,b3697,[r],29.721,270,rich,,0.25,,,,,,,,,,
yidb,b3698,,13.786,132,rich,,0.25,,,,,,,,,,
gyrb,b3699,,89.949,804,rich,570.1145291,0.25,,,,,,,,,,
dnan,b3701,[l],40.586,366,rich,191.7342842,0.25,,,,,,,,,,
dnaa,b3702,[l],52.55,467,rich,43.91835693,0.25,,,,,,,,,,
rpmh,b3703,[j],5.3803,46,rich,5468.111099,0.25,,,,,,,,,,
rnpa,b3704,[j],13.789,119,rich,315.6427632,0.25,,,,,,,,,,
yidc,b3705,[u],61.525,548,rich,640.3572271,0.25,,,,,,,,,,
mnme,b3706,,49.23,454,rich,,0.25,,,,,,,,,,
tnaa,b3708,,52.773,471,rich,6260.420991,0.25,,,,,,,,,,
tnab,b3709,[e],45.21,415,rich,,0.25,,,,,,,,,,
yief,b3713,[r],20.375,188,rich,381.8727503,0.25,,,,,,,,,,
purp,b3714,,46.865,445,rich,,0.25,,,,,,,,,,
phou,b3724,[p],27.417,241,rich,76.31944651,0.25,,,,,,,,,,
pstb,b3725,[p],29.027,257,rich,,0.25,,,,,,,,,,
psts,b3728,[p],37.023,346,rich,374.086172,0.25,,,,,,,,,,
glms,b3729,[m],66.894,609,rich,1126.542709,0.25,,,,,,,,,,
glmu,b3730,[m],49.19,456,rich,113.9285941,0.25,,,,,,,,,,
atpc,b3731,[c],15.068,139,rich,2642.905233,0.25,,,,,,,,,,
atpd,b3732,[c],50.325,460,rich,20848.8959,0.25,,,,,,,,,,
atpg,b3733,[c],31.577,287,rich,6263.451855,0.25,,,,,,,,,,
atpa,b3734,[c],55.221,513,rich,21227.93038,0.25,,,,,,,,,,
atph,b3735,[c],19.332,177,rich,5150.948557,0.25,,,,,,,,,,
atpf,b3736,[c],17.264,156,rich,9073.490104,0.25,,,,,,,,,,
atpe,b3737,[c],8.256,79,rich,5085.764313,0.25,,,,,,,,,,
atpb,b3738,[c],30.303,271,rich,759.8296804,0.25,,,,,,,,,,
rsmg,b3740,,23.431,207,rich,,0.25,,,,,,,,,,
mnmg,b3741,,69.52,629,rich,37.55095104,0.25,,,,,,,,,,
mioc,b3742,[c],15.807,147,rich,,0.25,,,,,,,,,,
asna,b3744,[e],36.65,330,rich,142.3407233,0.25,,,,,,,,,,
rbsd,b3748,[g],15.292,139,rich,,0.25,,,,,,,,,,
rbsb,b3751,[g],30.95,296,rich,12124.1322,0.25,,,,,,,,,,
rbsk,b3752,[g],32.29,309,rich,62.71354068,0.25,,,,,,,,,,
yiep,b3755,,26.076,230,rich,,0.25,,,,,,,,,,
yife,b3764,[s],13.133,112,rich,4687.339293,0.25,,,,,,,,,,
ilve,b3770,,34.093,309,rich,784.6745986,0.25,,,,,,,,,,
ilvd,b3771,,65.531,616,rich,159.2720715,0.25,,,,,,,,,,
ilva,b3772,[e],56.195,514,rich,,0.25,,,,,,,,,,
ilvc,b3774,[eh],54.068,491,rich,4668.643347,0.25,,,,,,,,,,
ppic,b3775,[o],10.232,93,rich,1056.874548,0.25,,,,,,,,,,
rhlb,b3780,[lkj],47.125,421,rich,298.8332673,0.25,,,,,,,,,,
trxa,b3781,[oc],11.806,109,rich,13061.79286,0.25,,,,,,,,,,
rho,b3783,[k],47.004,419,rich,3363.354871,0.25,,,,,,,,,,
wzze,b3785,[m],39.489,348,rich,,0.25,,,,,,,,,,
rffe,b3786,,42.244,376,rich,,0.25,,,,,,,,,,
rffa,b3791,[m],41.901,376,rich,,0.25,,,,,,,,,,
hemy,b3802,[h],45.244,398,rich,670.7280787,0.25,,,,,,,,,,
hemx,b3803,[h],42.962,393,rich,445.1090559,0.25,,,,,,,,,,
cyay,b3807,[p],12.231,106,rich,,0.25,,,,,,,,,,
dapf,b3809,[e],30.208,274,rich,,0.25,,,,,,,,,,
yigb,b3812,[r],27.122,238,rich,,0.25,,,,,,,,,,
uvrd,b3813,[l],81.989,720,rich,,0.25,,,,,,,,,,
cora,b3816,[p],36.589,316,rich,,0.25,,,,,,,,,,
yigi,b3820,,17.163,155,rich,,0.25,,,,,,,,,,
plda,b3821,[m],33.163,289,rich,,0.25,,,,,,,,,,
yigl,b3826,,29.707,266,rich,,0.25,,,,,,,,,,
mete,b3829,[e],84.672,753,rich,8182.468822,0.25,,,,,,,,,,
ysga,b3830,,29.425,271,rich,439.4547529,0.25,,,,,,,,,,
udp,b3831,[f],27.159,253,rich,5423.021177,0.25,,,,,,,,,,
ubie,b3833,,28.073,251,rich,779.2217532,0.25,,,,,,,,,,
tata,b3836,,9.6639,89,rich,574.829622,0.25,,,,,,,,,,
tatb,b3838,,18.421,171,rich,,0.25,,,,,,,,,,
ubid,b3843,[h],55.603,497,rich,144.9379909,0.25,,,,,,,,,,
fre,b3844,[hc],26.242,233,rich,271.3968538,0.25,,,,,,,,,,
fada,b3845,,40.876,387,rich,865.6044734,0.25,,,,,,,,,,
fadb,b3846,[i],79.593,729,rich,1440.677483,0.25,,,,,,,,,,
pepq,b3847,[e],50.176,443,rich,1041.897672,0.25,,,,,,,,,,
hemg,b3850,[ch],21.226,181,rich,115.0077225,0.25,,,,,,,,,,
yihd,b3858,[s],10.273,89,rich,1066.763135,0.25,,,,,,,,,,
dsba,b3860,[oc],23.104,208,rich,1311.364725,0.25,,,,,,,,,,
pola,b3863,[l],103.12,928,rich,248.599882,0.25,,,,,,,,,,
yiha,b3865,[r],23.561,210,rich,777.2252508,0.25,,,,,,,,,,
yihi,b3866,[s],19.059,169,rich,,0.25,,,,,,,,,,
hemn,b3867,[h],52.728,457,rich,,0.25,,,,,,,,,,
glng,b3868,[t],52.254,469,rich,,0.25,,,,,,,,,,
glnl,b3869,[t],38.556,349,rich,,0.25,,,,,,,,,,
glna,b3870,[e],51.903,469,rich,4800.813861,0.25,,,,,,,,,,
typa,b3871,,67.355,607,rich,615.9078673,0.25,,,,,,,,,,
yihx,b3885,,22.732,199,rich,,0.25,,,,,,,,,,
rbn,b3886,[s],32.929,305,rich,,0.25,,,,,,,,,,
dtd,b3887,[j],15.95,145,rich,,0.25,,,,,,,,,,
fdhe,b3891,[o],34.746,309,rich,,0.25,,,,,,,,,,
soda,b3908,,23.097,206,rich,50016.28509,0.25,,,,,,,,,,
yiim,b3910,[s],25.342,224,rich,,0.25,,,,,,,,,,
cpxr,b3912,[tk],26.312,232,rich,1224.845038,0.25,,,,,,,,,,
pfka,b3916,[g],34.842,320,rich,1900.631591,0.25,,,,,,,,,,
sbp,b3917,[p],36.659,329,rich,49.78252183,0.25,,,,,,,,,,
tpia,b3919,[g],26.972,255,rich,7121.654433,0.25,,,,,,,,,,
uspd,b3923,,16.293,142,rich,,0.25,,,,,,,,,,
fpr,b3924,[c],27.751,248,rich,116.4496032,0.25,,,,,,,,,,
glpx,b3925,[g],35.852,336,rich,,0.25,,,,,,,,,,
glpk,b3926,[c],56.23,502,rich,340.5152619,0.25,,,,,,,,,,
zapb,b3928,,9.6347,81,rich,6124.616815,0.25,,,,,,,,,,
rraa,b3929,[h],17.36,161,rich,899.7867023,0.25,,,,,,,,,,
hslu,b3931,[o],49.593,443,rich,1146.376401,0.25,,,,,,,,,,
hslv,b3932,[o],19.093,176,rich,439.9393112,0.25,,,,,,,,,,
ftsn,b3933,[d],35.793,319,rich,,0.25,,,,,,,,,,
rpme,b3936,[j],7.871,70,rich,9835.44834,0.25,,,,,,,,,,
metj,b3938,[ke],12.141,105,rich,1535.611285,0.25,,,,,,,,,,
metb,b3939,[e],41.55,386,rich,204.1393098,0.25,,,,,,,,,,
metl,b3940,[e],88.887,810,rich,59.99342363,0.25,,,,,,,,,,
metf,b3941,[e],33.102,296,rich,409.3794391,0.25,,,,,,,,,,
katg,b3942,[p],80.023,726,rich,2449.45499,0.25,,,,,,,,,,
ptsa,b3947,[g],91.773,833,rich,,0.25,,,,,,,,,,
eptc,b3955,,66.609,577,rich,171.6970096,0.25,,,,,,,,,,
ppc,b3956,[c],99.061,883,rich,1614.725469,0.25,,,,,,,,,,
arge,b3957,[e],42.347,383,rich,124.4421025,0.25,,,,,,,,,,
argc,b3958,[e],35.952,334,rich,216.5898212,0.25,,,,,,,,,,
argb,b3959,[e],27.159,258,rich,752.8996914,0.25,,,,,,,,,,
argh,b3960,[e],50.318,457,rich,398.9512388,0.25,,,,,,,,,,
oxyr,b3961,[k],34.276,305,rich,150.2646563,0.25,,,,,,,,,,
stha,b3962,[c],51.56,466,rich,2833.771567,0.25,,,,,,,,,,
trma,b3965,[j],41.966,366,rich,,0.25,,,,,,,,,,
btub,b3966,[h],68.406,614,rich,283.541971,0.25,,,,,,,,,,
muri,b3967,[m],31.002,285,rich,,0.25,,,,,,,,,,
murb,b3972,[m],37.851,342,rich,,0.25,,,,,,,,,,
coaa,b3974,[h],36.359,316,rich,,0.25,,,,,,,,,,
nusg,b3982,[k],20.531,181,rich,3676.321939,0.25,,,,,,,,,,
rplk,b3983,[j],14.875,142,rich,9877.547262,0.25,,,,,,,,,,
rpla,b3984,[j],24.729,234,rich,16619.13719,0.25,,,,,,,,,,
rplj,b3985,[j],17.711,165,rich,18716.46528,0.25,,,,,,,,,,
rpll,b3986,[j],12.295,121,rich,40941.35862,0.25,,,,,,,,,,
rpob,b3987,[k],150.63,1342,rich,3572.764881,0.25,,,,,,,,,,
rpoc,b3988,[k],155.16,1407,rich,3614.163066,0.25,,,,,,,,,,
thih,b3990,[hr],43.32,377,rich,37.73733696,0.25,,,,,,,,,,
thig,b3991,,26.896,256,rich,802.77502,0.25,,,,,,,,,,
thif,b3992,,26.969,251,rich,479.0706388,0.25,,,,,,,,,,
thie,b3993,[h],23.015,211,rich,395.7919003,0.25,,,,,,,,,,
thic,b3994,[h],70.85,631,rich,524.5848358,0.25,,,,,,,,,,
rsd,b3995,[k],18.243,158,rich,616.9282098,0.25,,,,,,,,,,
heme,b3997,[h],39.248,354,rich,204.8877854,0.25,,,,,,,,,,
yjag,b3999,[s],22.612,196,rich,171.9253232,0.25,,,,,,,,,,
hupa,b4000,[l],9.5349,90,rich,60204.72027,0.25,,,,,,,,,,
purd,b4005,[f],45.94,429,rich,418.0629665,0.25,,,,,,,,,,
purh,b4006,[f],57.329,529,rich,1230.960095,0.25,,,,,,,,,,
meta,b4013,[e],35.727,309,rich,279.8890352,0.25,,,,,,,,,,
aceb,b4014,[c],60.273,533,rich,12364.49123,0.25,,,,,,,,,,
acea,b4015,[c],47.521,434,rich,136783.1335,0.25,,,,,,,,,,
meth,b4019,[e],136,1227,rich,157.8602453,0.25,,,,,,,,,,
pepe,b4021,[e],24.57,229,rich,84.69215758,0.25,,,,,,,,,,
lysc,b4024,[e],48.531,449,rich,,0.25,,,,,,,,,,
pgi,b4025,[g],61.529,549,rich,3056.43317,0.25,,,,,,,,,,
malf,b4033,[g],57.013,514,rich,,0.25,,,,,,,,,,
male,b4034,[g],43.387,396,rich,19737.11214,0.25,,,,,,,,,,
malk,b4035,[g],40.99,371,rich,811.2962626,0.25,,,,,,,,,,
lamb,b4036,[g],49.912,446,rich,6909.242031,0.25,,,,,,,,,,
malm,b4037,,31.943,306,rich,3605.338842,0.25,,,,,,,,,,
ubic,b4039,,18.777,165,rich,,0.25,,,,,,,,,,
plsb,b4041,,91.38,807,rich,252.7137318,0.25,,,,,,,,,,
lexa,b4043,[kt],22.357,202,rich,96.8365478,0.25,,,,,,,,,,
yjbj,b4045,[s],8.3252,69,rich,1025.670642,0.25,,,,,,,,,,
dusa,b4049,,36.81,330,rich,,0.25,,,,,,,,,,
qora,b4051,,35.172,327,rich,552.3282804,0.25,,,,,,,,,,
dnab,b4052,[l],52.389,471,rich,,0.25,,,,,,,,,,
tyrb,b4054,[e],43.537,397,rich,812.4478897,0.25,,,,,,,,,,
apha,b4055,[r],26.103,237,rich,754.387901,0.25,,,,,,,,,,
yjbr,b4057,[s],13.519,118,rich,684.339505,0.25,,,,,,,,,,
uvra,b4058,[l],103.87,940,rich,,0.25,,,,,,,,,,
ssb,b4059,[l],18.975,178,rich,2196.180427,0.25,,,,,,,,,,
yjcd,b4064,[r],45.711,449,rich,101.6989728,0.25,,,,,,,,,,
actp,b4067,[r],59.196,549,rich,648.5112611,0.25,,,,,,,,,,
yjch,b4068,[s],11.671,104,rich,650.7703201,0.25,,,,,,,,,,
acs,b4069,[i],72.093,652,rich,10688.1262,0.25,,,,,,,,,,
yjdn,b4107,,16.171,147,rich,,0.25,,,,,,,,,,
yjdm,b4108,,12.345,111,rich,469.7480501,0.25,,,,,,,,,,
yjcz,b4110,,32.898,292,rich,,0.25,,,,,,,,,,
prop,b4111,[gepr],54.845,500,rich,,0.25,,,,,,,,,,
basr,b4113,[tk],25.031,222,rich,,0.25,,,,,,,,,,
fumb,b4122,[c],60.105,548,rich,,0.25,,,,,,,,,,
lysu,b4129,[j],57.826,505,rich,,0.25,,,,,,,,,,
yjdc,b4135,[k],21.931,191,rich,286.3871134,0.25,,,,,,,,,,
dsbd,b4136,,61.794,565,rich,,0.25,,,,,,,,,,
dcua,b4138,[r],45.75,433,rich,,0.25,,,,,,,,,,
aspa,b4139,,52.356,478,rich,1956.9501,0.25,,,,,,,,,,
gros,b4142,[o],10.387,97,rich,34495.12617,0.25,,,,,,,,,,
grol,b4143,[o],57.328,548,rich,28864.87429,0.25,,,,,,,,,,
yjei,b4144,,11.958,117,rich,1730.526844,0.25,,,,,,,,,,
efp,b4147,[j],20.591,188,rich,2927.726432,0.25,,,,,,,,,,
frdb,b4153,[c],27.123,244,rich,313.305663,0.25,,,,,,,,,,
frda,b4154,[c],65.971,602,rich,367.8345665,0.25,,,,,,,,,,
yjep,b4159,[m],123.97,1107,rich,,0.25,,,,,,,,,,
psd,b4160,[i],35.934,322,rich,339.6905001,0.25,,,,,,,,,,
rsga,b4161,,39.193,350,rich,195.0803576,0.25,,,,,,,,,,
orn,b4162,,20.815,181,rich,498.9219957,0.25,,,,,,,,,,
yjee,b4168,[r],16.853,153,rich,,0.25,,,,,,,,,,
hfq,b4172,[r],11.166,102,rich,11314.93264,0.25,,,,,,,,,,
hflx,b4173,[r],48.327,426,rich,,0.25,,,,,,,,,,
hflk,b4174,[o],45.544,419,rich,735.3746028,0.25,,,,,,,,,,
hflc,b4175,[o],37.649,334,rich,1082.630754,0.25,,,,,,,,,,
pura,b4177,[f],47.344,432,rich,7023.008428,0.25,,,,,,,,,,
nsrr,b4178,,15.593,141,rich,,0.25,,,,,,,,,,
rnr,b4179,,92.108,813,rich,82.25279027,0.25,,,,,,,,,,
rlmb,b4180,[j],26.556,243,rich,,0.25,,,,,,,,,,
rpsf,b4200,[j],15.703,135,rich,12246.21232,0.25,,,,,,,,,,
rpsr,b4202,[j],8.9863,75,rich,13493.79184,0.25,,,,,,,,,,
rpli,b4203,[j],15.769,149,rich,25036.08994,0.25,,,,,,,,,,
fklb,b4207,,22.216,206,rich,2371.540833,0.25,,,,,,,,,,
cyca,b4208,[e],51.659,470,rich,488.3199199,0.25,,,,,,,,,,
qorb,b4211,,29.733,286,rich,,0.25,,,,,,,,,,
cpdb,b4213,[f],70.831,647,rich,368.7660796,0.25,,,,,,,,,,
cysq,b4214,[p],27.176,246,rich,447.6539996,0.25,,,,,,,,,,
ytfj,b4216,[r],20.42,184,rich,133.1450642,0.25,,,,,,,,,,
ytfl,b4218,[r],49.762,447,rich,,0.25,,,,,,,,,,
msra,b4219,[o],23.315,212,rich,,0.25,,,,,,,,,,
ytfp,b4222,[s],12.866,113,rich,,0.25,,,,,,,,,,
ppa,b4226,[c],19.703,176,rich,14766.64253,0.25,,,,,,,,,,
ytfq,b4227,[g],34.344,318,rich,6134.808742,0.25,,,,,,,,,,
fbp,b4232,[g],36.833,332,rich,721.9718232,0.25,,,,,,,,,,
mpl,b4233,[m],49.874,457,rich,177.4826895,0.25,,,,,,,,,,
yjga,b4234,[s],21.359,183,rich,256.4658149,0.25,,,,,,,,,,
pmba,b4235,[r],48.369,450,rich,486.5008618,0.25,,,,,,,,,,
mgta,b4242,[p],99.465,898,rich,,0.25,,,,,,,,,,
rida,b4243,,13.611,128,rich,11750.23729,0.25,,,,,,,,,,
pyri,b4244,[f],17.12,153,rich,17232.5941,0.25,,,,,,,,,,
pyrb,b4245,[f],34.427,311,rich,15661.82791,0.25,,,,,,,,,,
taba,b4252,,16.865,150,rich,12787.85496,0.25,,,,,,,,,,
argi,b4254,[e],36.907,334,rich,520.1997156,0.25,,,,,,,,,,
rrab,b4255,,15.603,138,rich,,0.25,,,,,,,,,,
