go_number,go_term,go_namespace,gene_name
GO:0015078,proton transmembrane transporter activity,molecular_function,cyoC
GO:0019646,aerobic electron transport chain,biological_process,cyoC
GO:0005886,plasma membrane,cellular_component,cyoC
GO:0009486,cytochrome bo3 ubiquinol oxidase activity,molecular_function,cyoC
GO:0009055,electron transfer activity,molecular_function,cyoC
GO:0015453,oxidoreduction-driven active transmembrane transporter activity,molecular_function,cyoC
GO:0005887,integral component of plasma membrane,cellular_component,cyoD
GO:0009060,aerobic respiration,biological_process,cyoD
GO:0055114,oxidation-reduction process,biological_process,cyoD
GO:0016491,oxidoreductase activity,molecular_function,cyoD
GO:0016020,membrane,cellular_component,cyoD
GO:0008827,cytochrome o ubiquinol oxidase activity,molecular_function,cyoD
GO:0009319,cytochrome o ubiquinol oxidase complex,cellular_component,cyoD
GO:0015990,electron transport coupled proton transport,biological_process,cyoD
GO:0015078,proton transmembrane transporter activity,molecular_function,cyoD
GO:0015453,oxidoreduction-driven active transmembrane transporter activity,molecular_function,cyoD
GO:0019646,aerobic electron transport chain,biological_process,cyoD
GO:0005886,plasma membrane,cellular_component,cyoD
GO:0009486,cytochrome bo3 ubiquinol oxidase activity,molecular_function,cyoD
GO:0016021,integral component of membrane,cellular_component,cyoD
GO:0009055,electron transfer activity,molecular_function,cyoD
GO:0008495,protoheme IX farnesyltransferase activity,molecular_function,cyoE
GO:0048034,heme O biosynthetic process,biological_process,cyoE
GO:0005886,plasma membrane,cellular_component,cyoE
GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups",molecular_function,cyoE
GO:0016740,transferase activity,molecular_function,cyoE
GO:0016020,membrane,cellular_component,cyoE
GO:0006783,heme biosynthetic process,biological_process,cyoE
GO:0016021,integral component of membrane,cellular_component,cyoE
GO:0004311,farnesyltranstransferase activity,molecular_function,cyoE
GO:0045333,cellular respiration,biological_process,cyoE
GO:0005515,protein binding,molecular_function,cysA
GO:0098656,anion transmembrane transport,biological_process,cysA
GO:1902358,sulfate transmembrane transport,biological_process,cysA
GO:0043190,ATP-binding cassette (ABC) transporter complex,cellular_component,cysA
GO:0016887,ATPase activity,molecular_function,cysA
GO:0008272,sulfate transport,biological_process,cysA
GO:0005886,plasma membrane,cellular_component,cysA
GO:0016020,membrane,cellular_component,cysA
GO:0005524,ATP binding,molecular_function,cysA
GO:0000166,nucleotide binding,molecular_function,cysA
GO:0015419,ATPase-coupled sulfate transmembrane transporter activity,molecular_function,cysA
GO:0010165,response to X-ray,biological_process,cysB
GO:0005829,cytosol,cellular_component,cysB
GO:0042802,identical protein binding,molecular_function,cysB
GO:0006355,"regulation of transcription, DNA-templated",biological_process,cysB
GO:0003700,DNA-binding transcription factor activity,molecular_function,cysB
GO:0008652,cellular amino acid biosynthetic process,biological_process,cysB
GO:0003677,DNA binding,molecular_function,cysB
GO:0019344,cysteine biosynthetic process,biological_process,cysB
GO:0006351,"transcription, DNA-templated",biological_process,cysB
GO:0005737,cytoplasm,cellular_component,cysB
GO:0044212,transcription regulatory region DNA binding,molecular_function,cysB
GO:0042802,identical protein binding,molecular_function,cysC
GO:0000103,sulfate assimilation,biological_process,cysC
GO:0070814,hydrogen sulfide biosynthetic process,biological_process,cysC
GO:0016310,phosphorylation,biological_process,cysC
GO:0016740,transferase activity,molecular_function,cysC
GO:0016301,kinase activity,molecular_function,cysC
GO:0005524,ATP binding,molecular_function,cysC
GO:0000166,nucleotide binding,molecular_function,cysC
GO:0004020,adenylylsulfate kinase activity,molecular_function,cysC
GO:0004781,sulfate adenylyltransferase (ATP) activity,molecular_function,cysD
GO:0000103,sulfate assimilation,biological_process,cysD
GO:0006979,response to oxidative stress,biological_process,cysD
GO:0016779,nucleotidyltransferase activity,molecular_function,cysD
GO:0016740,transferase activity,molecular_function,cysD
GO:0003824,catalytic activity,molecular_function,cysD
GO:0005515,protein binding,molecular_function,cysD
GO:0019419,sulfate reduction,biological_process,cysD
GO:0070814,hydrogen sulfide biosynthetic process,biological_process,cysD
GO:0005524,ATP binding,molecular_function,cysD
GO:0000166,nucleotide binding,molecular_function,cysD
GO:0006790,sulfur compound metabolic process,biological_process,cysD
GO:0016412,serine O-acyltransferase activity,molecular_function,cysE
GO:0005515,protein binding,molecular_function,cysE
GO:0010165,response to X-ray,biological_process,cysE
GO:0019344,cysteine biosynthetic process,biological_process,cysE
GO:0016746,"transferase activity, transferring acyl groups",molecular_function,cysE
GO:0016740,transferase activity,molecular_function,cysE
GO:0008652,cellular amino acid biosynthetic process,biological_process,cysE
GO:0005737,cytoplasm,cellular_component,cysE
GO:0005829,cytosol,cellular_component,cysE
GO:0006535,cysteine biosynthetic process from serine,biological_process,cysE
GO:0009001,serine O-acetyltransferase activity,molecular_function,cysE
GO:0009333,cysteine synthase complex,cellular_component,cysE
GO:0019379,"sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)",biological_process,cysH
GO:0003824,catalytic activity,molecular_function,cysH
GO:0070814,hydrogen sulfide biosynthetic process,biological_process,cysH
GO:0055114,oxidation-reduction process,biological_process,cysH
GO:0016491,oxidoreductase activity,molecular_function,cysH
GO:0005737,cytoplasm,cellular_component,cysH
GO:0004604,phosphoadenylyl-sulfate reductase (thioredoxin) activity,molecular_function,cysH
GO:0006790,sulfur compound metabolic process,biological_process,cysH
GO:0000103,sulfate assimilation,biological_process,cysI
GO:0051536,iron-sulfur cluster binding,molecular_function,cysI
GO:0050661,NADP binding,molecular_function,cysI
GO:0046872,metal ion binding,molecular_function,cysI
GO:0070814,hydrogen sulfide biosynthetic process,biological_process,cysI
GO:0055114,oxidation-reduction process,biological_process,cysI
GO:0051539,"4 iron, 4 sulfur cluster binding",molecular_function,cysI
GO:0020037,heme binding,molecular_function,cysI
GO:0019344,cysteine biosynthetic process,biological_process,cysI
GO:0016491,oxidoreductase activity,molecular_function,cysI
GO:0009337,sulfite reductase complex (NADPH),cellular_component,cysI
GO:0008652,cellular amino acid biosynthetic process,biological_process,cysI
GO:0004783,sulfite reductase (NADPH) activity,molecular_function,cysI
GO:0016002,sulfite reductase activity,molecular_function,cysI
GO:0050311,sulfite reductase (ferredoxin) activity,molecular_function,cysI
GO:0070401,NADP+ binding,molecular_function,cysJ
GO:0016491,oxidoreductase activity,molecular_function,cysJ
GO:0000103,sulfate assimilation,biological_process,cysJ
GO:0070814,hydrogen sulfide biosynthetic process,biological_process,cysJ
GO:0042602,riboflavin reductase (NADPH) activity,molecular_function,cysJ
GO:0009337,sulfite reductase complex (NADPH),cellular_component,cysJ
GO:0050660,flavin adenine dinucleotide binding,molecular_function,cysJ
GO:0055114,oxidation-reduction process,biological_process,cysJ
GO:0019344,cysteine biosynthetic process,biological_process,cysJ
GO:0010181,FMN binding,molecular_function,cysJ
GO:0008652,cellular amino acid biosynthetic process,biological_process,cysJ
GO:0005515,protein binding,molecular_function,cysJ
GO:0004783,sulfite reductase (NADPH) activity,molecular_function,cysJ
GO:0005829,cytosol,cellular_component,cysJ
GO:0006535,cysteine biosynthetic process from serine,biological_process,cysK
GO:0004124,cysteine synthase activity,molecular_function,cysK
GO:0008652,cellular amino acid biosynthetic process,biological_process,cysK
GO:0016740,transferase activity,molecular_function,cysK
GO:0042802,identical protein binding,molecular_function,cysK
GO:0030170,pyridoxal phosphate binding,molecular_function,cysK
GO:0005515,protein binding,molecular_function,cysK
GO:0019344,cysteine biosynthetic process,biological_process,cysK
GO:0016829,lyase activity,molecular_function,cysK
GO:0008152,metabolic process,biological_process,cysK
GO:0003824,catalytic activity,molecular_function,cysK
GO:0050272,S-carboxymethylcysteine synthase activity,molecular_function,cysK
GO:0080146,L-cysteine desulfhydrase activity,molecular_function,cysK
GO:0005829,cytosol,cellular_component,cysK
GO:0009333,cysteine synthase complex,cellular_component,cysK
GO:0005737,cytoplasm,cellular_component,cysK
GO:0005515,protein binding,molecular_function,cysM
GO:0019344,cysteine biosynthetic process,biological_process,cysM
GO:0008652,cellular amino acid biosynthetic process,biological_process,cysM
GO:0080146,L-cysteine desulfhydrase activity,molecular_function,cysM
GO:0016740,transferase activity,molecular_function,cysM
GO:0004124,cysteine synthase activity,molecular_function,cysM
GO:0006535,cysteine biosynthetic process from serine,biological_process,cysM
GO:0030170,pyridoxal phosphate binding,molecular_function,cysM
GO:0005737,cytoplasm,cellular_component,cysM
GO:0003924,GTPase activity,molecular_function,cysN
GO:0004781,sulfate adenylyltransferase (ATP) activity,molecular_function,cysN
GO:0005525,GTP binding,molecular_function,cysN
GO:0006790,sulfur compound metabolic process,biological_process,cysN
GO:0000103,sulfate assimilation,biological_process,cysN
GO:0005515,protein binding,molecular_function,cysN
GO:0070814,hydrogen sulfide biosynthetic process,biological_process,cysN
GO:0005524,ATP binding,molecular_function,cysN
GO:0016779,nucleotidyltransferase activity,molecular_function,cysN
GO:0016740,transferase activity,molecular_function,cysN
GO:0000166,nucleotide binding,molecular_function,cysN
GO:1901681,sulfur compound binding,molecular_function,cysP
GO:0098656,anion transmembrane transport,biological_process,cysP
GO:0036173,thiosulfate binding,molecular_function,cysP
GO:0043199,sulfate binding,molecular_function,cysP
GO:0015709,thiosulfate transport,biological_process,cysP
GO:1902358,sulfate transmembrane transport,biological_process,cysP
GO:0042597,periplasmic space,cellular_component,cysP
GO:0030288,outer membrane-bounded periplasmic space,cellular_component,cysP
GO:0008272,sulfate transport,biological_process,cysP
GO:0015419,ATPase-coupled sulfate transmembrane transporter activity,molecular_function,cysP
GO:0006790,sulfur compound metabolic process,biological_process,cysP
GO:0006790,sulfur compound metabolic process,biological_process,cysQ
GO:0016311,dephosphorylation,biological_process,cysQ
GO:0046872,metal ion binding,molecular_function,cysQ
GO:0016787,hydrolase activity,molecular_function,cysQ
GO:0046854,phosphatidylinositol phosphorylation,biological_process,cysQ
GO:0005886,plasma membrane,cellular_component,cysQ
GO:0000103,sulfate assimilation,biological_process,cysQ
GO:0008441,"3'(2'),5'-bisphosphate nucleotidase activity",molecular_function,cysQ
GO:0016020,membrane,cellular_component,cysQ
GO:0000287,magnesium ion binding,molecular_function,cysQ
GO:0050427,3'-phosphoadenosine 5'-phosphosulfate metabolic process,biological_process,cysQ
GO:0008270,zinc ion binding,molecular_function,cysS
GO:0046872,metal ion binding,molecular_function,cysS
GO:0005524,ATP binding,molecular_function,cysS
GO:0004812,aminoacyl-tRNA ligase activity,molecular_function,cysS
GO:0016874,ligase activity,molecular_function,cysS
GO:0004817,cysteine-tRNA ligase activity,molecular_function,cysS
GO:0006423,cysteinyl-tRNA aminoacylation,biological_process,cysS
GO:0006418,tRNA aminoacylation for protein translation,biological_process,cysS
GO:0000166,nucleotide binding,molecular_function,cysS
GO:0005829,cytosol,cellular_component,cysS
GO:0006412,translation,biological_process,cysS
GO:0005737,cytoplasm,cellular_component,cysS
GO:0055085,transmembrane transport,biological_process,cysU
GO:0098656,anion transmembrane transport,biological_process,cysU
GO:0043190,ATP-binding cassette (ABC) transporter complex,cellular_component,cysU
GO:0005887,integral component of plasma membrane,cellular_component,cysU
GO:1902358,sulfate transmembrane transport,biological_process,cysU
GO:0015419,ATPase-coupled sulfate transmembrane transporter activity,molecular_function,cysU
GO:0015116,sulfate transmembrane transporter activity,molecular_function,cysU
