process_1,process_2,n_genes
Pyrimidine biosynthesis,Deoxyribonucleotide synthesis,0
Pyrimidine biosynthesis,Detoxification,0
Pyrimidine biosynthesis,Heme biosynthesis,0
Pyrimidine biosynthesis,Isoprene biosynthesis,0
Pyrimidine biosynthesis,Enterobactin biosynthesis,0
Pyrimidine biosynthesis,Sulfate transport,0
Pyrimidine biosynthesis,Bacterial flagellum biogenesis,0
Pyrimidine biosynthesis,Bile acid catabolism,0
Pyrimidine biosynthesis,Steroid metabolism,0
Pyrimidine biosynthesis,Nickel transport,0
Pyrimidine biosynthesis,Nitrogen fixation,0
Pyrimidine biosynthesis,Thiamine biosynthesis,0
Pyrimidine biosynthesis,Toxin-antitoxin system,0
Pyrimidine biosynthesis,Transposition,0
Pyrimidine biosynthesis,Lipid transport,0
Pyrimidine biosynthesis,Hydrogen peroxide,0
Pyrimidine biosynthesis,Capsule biogenesis/degradation,0
Pyrimidine biosynthesis,Putrescine biosynthesis,0
Pyrimidine biosynthesis,Maltose metabolism,0
Pyrimidine biosynthesis,DNA synthesis,0
Pyrimidine biosynthesis,Oxygen transport,0
Pyrimidine biosynthesis,Arginine metabolism,0
Pyrimidine biosynthesis,Tellurium resistance,0
Pyrimidine biosynthesis,Ascorbate biosynthesis,0
Pyrimidine biosynthesis,Fimbrium biogenesis,0
Pyrimidine biosynthesis,Chromate resistance,0
Pyrimidine biosynthesis,Zinc transport,0
Pyrimidine biosynthesis,Cellulose biosynthesis,0
Pyrimidine biosynthesis,Copper transport,0
Pyrimidine biosynthesis,Autoinducer synthesis,0
Pyrimidine biosynthesis,Bacterial flagellum protein export,0
Pyrimidine biosynthesis,Exopolysaccharide synthesis,0
Pyrimidine biosynthesis,Ammonia transport,0
Pyrimidine biosynthesis,Virus entry into host cell,0
Pyrimidine biosynthesis,Viral genome integration,0
Pyrimidine biosynthesis,Purine metabolism,0
Pyrimidine biosynthesis,PHB biosynthesis,0
Pyrimidine biosynthesis,Polysaccharide degradation,0
Pyrimidine biosynthesis,Xylan degradation,0
Chemotaxis,Bacteriocin transport,0
Chemotaxis,Protein transport,2
Chemotaxis,Ion transport,0
Chemotaxis,Host-virus interaction,0
Chemotaxis,SOS response,0
Chemotaxis,Antiport,0
Chemotaxis,Potassium transport,0
Chemotaxis,Diaminopimelate biosynthesis,0
Chemotaxis,GMP biosynthesis,0
Chemotaxis,Purine biosynthesis,0
Chemotaxis,Glutathione biosynthesis,0
Chemotaxis,Amino-acid transport,0
Chemotaxis,Lipopolysaccharide biosynthesis,0
Chemotaxis,Isoleucine biosynthesis,0
Chemotaxis,Folate biosynthesis,0
Chemotaxis,Tricarboxylic acid cycle,0
Chemotaxis,Stress response,0
Chemotaxis,Pyridoxine biosynthesis,0
Chemotaxis,Restriction system,0
Chemotaxis,Iron transport,0
Chemotaxis,tRNA processing,0
Chemotaxis,Ribosome biogenesis,0
Chemotaxis,Glycolysis,0
Chemotaxis,RNA repair,0
Chemotaxis,Nucleotide metabolism,0
Chemotaxis,Porphyrin biosynthesis,0
Chemotaxis,Histidine biosynthesis,0
Chemotaxis,rRNA processing,0
Chemotaxis,Proline biosynthesis,0
Chemotaxis,Tyrosine biosynthesis,0
Chemotaxis,Sodium transport,0
Chemotaxis,Symport,0
Chemotaxis,Two-component regulatory system,2
Chemotaxis,Aromatic hydrocarbons catabolism,0
Chemotaxis,Glycogen biosynthesis,0
Chemotaxis,Glycogen metabolism,0
Chemotaxis,One-carbon metabolism,0
Chemotaxis,Glycerol metabolism,0
Chemotaxis,Glyoxylate bypass,0
Chemotaxis,Nitrate assimilation,0
Chemotaxis,Translation regulation,0
Chemotaxis,Galactose metabolism,0
Chemotaxis,Leucine biosynthesis,0
Chemotaxis,Polyamine biosynthesis,0
Chemotaxis,Spermidine biosynthesis,0
Chemotaxis,Glucose metabolism,0
Chemotaxis,Proline metabolism,0
Chemotaxis,Glutamate biosynthesis,0
Chemotaxis,DNA excision,0
Chemotaxis,Ubiquinone biosynthesis,0
Chemotaxis,Fatty acid biosynthesis,0
Chemotaxis,Fatty acid metabolism,0
Chemotaxis,Lipid metabolism,0
Chemotaxis,Lipid biosynthesis,0
Chemotaxis,DNA recombination,0
Chemotaxis,ATP synthesis,0
Chemotaxis,Hydrogen ion transport,0
Chemotaxis,Biotin biosynthesis,0
Chemotaxis,Pyridine nucleotide biosynthesis,0
Chemotaxis,Phospholipid biosynthesis,0
Chemotaxis,Phospholipid metabolism,0
Chemotaxis,Coenzyme A biosynthesis,0
Chemotaxis,Septation,0
Chemotaxis,Lipid A biosynthesis,0
Chemotaxis,Gluconeogenesis,0
Chemotaxis,Conjugation,0
Chemotaxis,Nucleotide biosynthesis,0
Chemotaxis,Molybdenum cofactor biosynthesis,0
Chemotaxis,Transcription antitermination,0
Chemotaxis,Pantothenate biosynthesis,0
Chemotaxis,Queuosine biosynthesis,0
Chemotaxis,Riboflavin biosynthesis,0
Chemotaxis,Transcription termination,0
Chemotaxis,mRNA processing,0
Chemotaxis,Translocation,0
Chemotaxis,Tryptophan catabolism,0
Chemotaxis,Menaquinone biosynthesis,0
Chemotaxis,Chromosome partition,0
Chemotaxis,DNA integration,0
Chemotaxis,Virulence,0
Chemotaxis,Lipid degradation,0
Chemotaxis,Cell adhesion,0
Chemotaxis,Iron storage,0
Chemotaxis,Cysteine biosynthesis,0
Chemotaxis,Cobalamin biosynthesis,0
Chemotaxis,Phenylalanine biosynthesis,0
Chemotaxis,Phosphate transport,0
Chemotaxis,Purine salvage,0
Chemotaxis,Fucose metabolism,0
Chemotaxis,Galactitol metabolism,0
Chemotaxis,Serine biosynthesis,0
Chemotaxis,Cytosine metabolism,0
Chemotaxis,Peptide transport,1
Chemotaxis,Arsenical resistance,0
Chemotaxis,Plasmid copy control,0
Chemotaxis,Respiratory chain,0
Chemotaxis,Methotrexate resistance,0
Chemotaxis,Trimethoprim resistance,0
Chemotaxis,DNA condensation,0
Chemotaxis,Flagellar rotation,2
Chemotaxis,Quorum sensing,0
Chemotaxis,Deoxyribonucleotide synthesis,0
Chemotaxis,Detoxification,0
Chemotaxis,Heme biosynthesis,0
Chemotaxis,Isoprene biosynthesis,0
Chemotaxis,Enterobactin biosynthesis,0
Chemotaxis,Sulfate transport,0
Chemotaxis,Bacterial flagellum biogenesis,1
Chemotaxis,Bile acid catabolism,0
Chemotaxis,Steroid metabolism,0
Chemotaxis,Nickel transport,0
Chemotaxis,Nitrogen fixation,0
Chemotaxis,Thiamine biosynthesis,0
Chemotaxis,Toxin-antitoxin system,0
Chemotaxis,Transposition,0
Chemotaxis,Lipid transport,0
Chemotaxis,Hydrogen peroxide,0
Chemotaxis,Capsule biogenesis/degradation,0
Chemotaxis,Putrescine biosynthesis,0
Chemotaxis,Maltose metabolism,0
Chemotaxis,DNA synthesis,0
Chemotaxis,Oxygen transport,0
Chemotaxis,Arginine metabolism,0
Chemotaxis,Tellurium resistance,0
Chemotaxis,Ascorbate biosynthesis,0
Chemotaxis,Fimbrium biogenesis,0
Chemotaxis,Chromate resistance,0
Chemotaxis,Zinc transport,0
Chemotaxis,Cellulose biosynthesis,0
Chemotaxis,Copper transport,0
Chemotaxis,Autoinducer synthesis,0
Chemotaxis,Bacterial flagellum protein export,1
Chemotaxis,Exopolysaccharide synthesis,0
Chemotaxis,Ammonia transport,0
Chemotaxis,Virus entry into host cell,0
Chemotaxis,Viral genome integration,0
Chemotaxis,Purine metabolism,0
Chemotaxis,PHB biosynthesis,0
Chemotaxis,Polysaccharide degradation,0
Chemotaxis,Xylan degradation,0
Bacteriocin transport,Protein transport,3
Bacteriocin transport,Ion transport,0
Bacteriocin transport,Host-virus interaction,0
Bacteriocin transport,SOS response,0
Bacteriocin transport,Antiport,0
Bacteriocin transport,Potassium transport,0
Bacteriocin transport,Diaminopimelate biosynthesis,0
Bacteriocin transport,GMP biosynthesis,0
Bacteriocin transport,Purine biosynthesis,0
Bacteriocin transport,Glutathione biosynthesis,0
Bacteriocin transport,Amino-acid transport,0
Bacteriocin transport,Lipopolysaccharide biosynthesis,0
Bacteriocin transport,Isoleucine biosynthesis,0
Bacteriocin transport,Folate biosynthesis,0
Bacteriocin transport,Tricarboxylic acid cycle,0
Bacteriocin transport,Stress response,0
Bacteriocin transport,Pyridoxine biosynthesis,0
Bacteriocin transport,Restriction system,0
Bacteriocin transport,Iron transport,0
Bacteriocin transport,tRNA processing,0
Bacteriocin transport,Ribosome biogenesis,0
Bacteriocin transport,Glycolysis,0
Bacteriocin transport,RNA repair,0
Bacteriocin transport,Nucleotide metabolism,0
Bacteriocin transport,Porphyrin biosynthesis,0
Bacteriocin transport,Histidine biosynthesis,0
Bacteriocin transport,rRNA processing,0
Bacteriocin transport,Proline biosynthesis,0
Bacteriocin transport,Tyrosine biosynthesis,0
Bacteriocin transport,Sodium transport,0
Bacteriocin transport,Symport,0
Bacteriocin transport,Two-component regulatory system,0
Bacteriocin transport,Aromatic hydrocarbons catabolism,0
Bacteriocin transport,Glycogen biosynthesis,0
Bacteriocin transport,Glycogen metabolism,0
Bacteriocin transport,One-carbon metabolism,0
Bacteriocin transport,Glycerol metabolism,0
Bacteriocin transport,Glyoxylate bypass,0
Bacteriocin transport,Nitrate assimilation,0
Bacteriocin transport,Translation regulation,0
Bacteriocin transport,Galactose metabolism,0
Bacteriocin transport,Leucine biosynthesis,0
Bacteriocin transport,Polyamine biosynthesis,0
Bacteriocin transport,Spermidine biosynthesis,0
Bacteriocin transport,Glucose metabolism,0
Bacteriocin transport,Proline metabolism,0
Bacteriocin transport,Glutamate biosynthesis,0
Bacteriocin transport,DNA excision,0
Bacteriocin transport,Ubiquinone biosynthesis,0
Bacteriocin transport,Fatty acid biosynthesis,0
Bacteriocin transport,Fatty acid metabolism,0
Bacteriocin transport,Lipid metabolism,0
Bacteriocin transport,Lipid biosynthesis,0
Bacteriocin transport,DNA recombination,0
Bacteriocin transport,ATP synthesis,0
Bacteriocin transport,Hydrogen ion transport,0
Bacteriocin transport,Biotin biosynthesis,0
Bacteriocin transport,Pyridine nucleotide biosynthesis,0
Bacteriocin transport,Phospholipid biosynthesis,0
Bacteriocin transport,Phospholipid metabolism,0
Bacteriocin transport,Coenzyme A biosynthesis,0
Bacteriocin transport,Septation,0
Bacteriocin transport,Lipid A biosynthesis,0
Bacteriocin transport,Gluconeogenesis,0
Bacteriocin transport,Conjugation,0
Bacteriocin transport,Nucleotide biosynthesis,0
Bacteriocin transport,Molybdenum cofactor biosynthesis,0
Bacteriocin transport,Transcription antitermination,0
Bacteriocin transport,Pantothenate biosynthesis,0
Bacteriocin transport,Queuosine biosynthesis,0
Bacteriocin transport,Riboflavin biosynthesis,0
Bacteriocin transport,Transcription termination,0
Bacteriocin transport,mRNA processing,0
Bacteriocin transport,Translocation,0
Bacteriocin transport,Tryptophan catabolism,0
Bacteriocin transport,Menaquinone biosynthesis,0
Bacteriocin transport,Chromosome partition,0
Bacteriocin transport,DNA integration,0
Bacteriocin transport,Virulence,0
Bacteriocin transport,Lipid degradation,0
Bacteriocin transport,Cell adhesion,0
Bacteriocin transport,Iron storage,0
Bacteriocin transport,Cysteine biosynthesis,0
Bacteriocin transport,Cobalamin biosynthesis,0
Bacteriocin transport,Phenylalanine biosynthesis,0
Bacteriocin transport,Phosphate transport,0
Bacteriocin transport,Purine salvage,0
Bacteriocin transport,Fucose metabolism,0
Bacteriocin transport,Galactitol metabolism,0
Bacteriocin transport,Serine biosynthesis,0
Bacteriocin transport,Cytosine metabolism,0
Bacteriocin transport,Peptide transport,0
Bacteriocin transport,Arsenical resistance,0
Bacteriocin transport,Plasmid copy control,0
Bacteriocin transport,Respiratory chain,0
Bacteriocin transport,Methotrexate resistance,0
Bacteriocin transport,Trimethoprim resistance,0
Bacteriocin transport,DNA condensation,0
Bacteriocin transport,Flagellar rotation,0
Bacteriocin transport,Quorum sensing,0
Bacteriocin transport,Deoxyribonucleotide synthesis,0
Bacteriocin transport,Detoxification,0
Bacteriocin transport,Heme biosynthesis,0
Bacteriocin transport,Isoprene biosynthesis,0
Bacteriocin transport,Enterobactin biosynthesis,0
Bacteriocin transport,Sulfate transport,0
Bacteriocin transport,Bacterial flagellum biogenesis,0
Bacteriocin transport,Bile acid catabolism,0
Bacteriocin transport,Steroid metabolism,0
Bacteriocin transport,Nickel transport,0
Bacteriocin transport,Nitrogen fixation,0
Bacteriocin transport,Thiamine biosynthesis,0
Bacteriocin transport,Toxin-antitoxin system,0
Bacteriocin transport,Transposition,0
Bacteriocin transport,Lipid transport,0
Bacteriocin transport,Hydrogen peroxide,0
Bacteriocin transport,Capsule biogenesis/degradation,0
Bacteriocin transport,Putrescine biosynthesis,0
Bacteriocin transport,Maltose metabolism,0
Bacteriocin transport,DNA synthesis,0
Bacteriocin transport,Oxygen transport,0
Bacteriocin transport,Arginine metabolism,0
Bacteriocin transport,Tellurium resistance,0
Bacteriocin transport,Ascorbate biosynthesis,0
Bacteriocin transport,Fimbrium biogenesis,0
Bacteriocin transport,Chromate resistance,0
Bacteriocin transport,Zinc transport,0
Bacteriocin transport,Cellulose biosynthesis,0
Bacteriocin transport,Copper transport,0
Bacteriocin transport,Autoinducer synthesis,0
Bacteriocin transport,Bacterial flagellum protein export,0
Bacteriocin transport,Exopolysaccharide synthesis,0
Bacteriocin transport,Ammonia transport,0
Bacteriocin transport,Virus entry into host cell,0
Bacteriocin transport,Viral genome integration,0
Bacteriocin transport,Purine metabolism,0
Bacteriocin transport,PHB biosynthesis,0
Bacteriocin transport,Polysaccharide degradation,0
Bacteriocin transport,Xylan degradation,0
Protein transport,Ion transport,1
Protein transport,Host-virus interaction,0
Protein transport,SOS response,0
Protein transport,Antiport,1
Protein transport,Potassium transport,0
Protein transport,Diaminopimelate biosynthesis,0
Protein transport,GMP biosynthesis,0
Protein transport,Purine biosynthesis,0
Protein transport,Glutathione biosynthesis,0
Protein transport,Amino-acid transport,0
Protein transport,Lipopolysaccharide biosynthesis,0
Protein transport,Isoleucine biosynthesis,0
Protein transport,Folate biosynthesis,0
Protein transport,Tricarboxylic acid cycle,0
Protein transport,Stress response,1
Protein transport,Pyridoxine biosynthesis,0
Protein transport,Restriction system,0
Protein transport,Iron transport,0
Protein transport,tRNA processing,0
Protein transport,Ribosome biogenesis,0
Protein transport,Glycolysis,0
Protein transport,RNA repair,0
Protein transport,Nucleotide metabolism,0
Protein transport,Porphyrin biosynthesis,0
Protein transport,Histidine biosynthesis,0
Protein transport,rRNA processing,0
Protein transport,Proline biosynthesis,0
Protein transport,Tyrosine biosynthesis,0
Protein transport,Sodium transport,1
Protein transport,Symport,0
Protein transport,Two-component regulatory system,0
Protein transport,Aromatic hydrocarbons catabolism,0
Protein transport,Glycogen biosynthesis,0
Protein transport,Glycogen metabolism,0
Protein transport,One-carbon metabolism,0
Protein transport,Glycerol metabolism,0
Protein transport,Glyoxylate bypass,0
Protein transport,Nitrate assimilation,0
Protein transport,Translation regulation,0
Protein transport,Galactose metabolism,0
Protein transport,Leucine biosynthesis,0
Protein transport,Polyamine biosynthesis,0
Protein transport,Spermidine biosynthesis,0
Protein transport,Glucose metabolism,0
Protein transport,Proline metabolism,0
Protein transport,Glutamate biosynthesis,0
Protein transport,DNA excision,0
Protein transport,Ubiquinone biosynthesis,0
Protein transport,Fatty acid biosynthesis,0
Protein transport,Fatty acid metabolism,0
Protein transport,Lipid metabolism,0
Protein transport,Lipid biosynthesis,0
Protein transport,DNA recombination,0
Protein transport,ATP synthesis,0
Protein transport,Hydrogen ion transport,0
Protein transport,Biotin biosynthesis,0
Protein transport,Pyridine nucleotide biosynthesis,0
Protein transport,Phospholipid biosynthesis,0
Protein transport,Phospholipid metabolism,0
Protein transport,Coenzyme A biosynthesis,0
Protein transport,Septation,0
Protein transport,Lipid A biosynthesis,0
Protein transport,Gluconeogenesis,0
Protein transport,Conjugation,0
Protein transport,Nucleotide biosynthesis,0
Protein transport,Molybdenum cofactor biosynthesis,0
Protein transport,Transcription antitermination,0
Protein transport,Pantothenate biosynthesis,0
Protein transport,Queuosine biosynthesis,0
Protein transport,Riboflavin biosynthesis,0
Protein transport,Transcription termination,0
Protein transport,mRNA processing,0
Protein transport,Translocation,14
Protein transport,Tryptophan catabolism,0
Protein transport,Menaquinone biosynthesis,0
Protein transport,Chromosome partition,0
Protein transport,DNA integration,0
Protein transport,Virulence,0
Protein transport,Lipid degradation,0
Protein transport,Cell adhesion,0
Protein transport,Iron storage,0
Protein transport,Cysteine biosynthesis,0
Protein transport,Cobalamin biosynthesis,0
Protein transport,Phenylalanine biosynthesis,0
Protein transport,Phosphate transport,0
Protein transport,Purine salvage,0
Protein transport,Fucose metabolism,0
Protein transport,Galactitol metabolism,0
Protein transport,Serine biosynthesis,0
Protein transport,Cytosine metabolism,0
Protein transport,Peptide transport,16
Protein transport,Arsenical resistance,0
Protein transport,Plasmid copy control,0
Protein transport,Respiratory chain,0
Protein transport,Methotrexate resistance,0
Protein transport,Trimethoprim resistance,0
Protein transport,DNA condensation,0
Protein transport,Flagellar rotation,0
Protein transport,Quorum sensing,0
Protein transport,Deoxyribonucleotide synthesis,0
Protein transport,Detoxification,0
Protein transport,Heme biosynthesis,0
Protein transport,Isoprene biosynthesis,0
Protein transport,Enterobactin biosynthesis,0
Protein transport,Sulfate transport,0
Protein transport,Bacterial flagellum biogenesis,1
Protein transport,Bile acid catabolism,0
Protein transport,Steroid metabolism,0
Protein transport,Nickel transport,0
Protein transport,Nitrogen fixation,0
Protein transport,Thiamine biosynthesis,0
Protein transport,Toxin-antitoxin system,0
Protein transport,Transposition,0
Protein transport,Lipid transport,0
Protein transport,Hydrogen peroxide,0
Protein transport,Capsule biogenesis/degradation,0
Protein transport,Putrescine biosynthesis,0
Protein transport,Maltose metabolism,0
Protein transport,DNA synthesis,0
Protein transport,Oxygen transport,0
Protein transport,Arginine metabolism,0
Protein transport,Tellurium resistance,0
Protein transport,Ascorbate biosynthesis,0
Protein transport,Fimbrium biogenesis,0
Protein transport,Chromate resistance,0
Protein transport,Zinc transport,0
Protein transport,Cellulose biosynthesis,0
Protein transport,Copper transport,0
Protein transport,Autoinducer synthesis,0
Protein transport,Bacterial flagellum protein export,1
