aggregation_method,category,concentration_uM,condition,dataset,dataset_name,growth_rate_hr,n_complex,name,rate,rate_units,shorthand,volume
sum total,synthesis,31.143124604130836,pH6,schmidt_2016,Schmidt et al. 2016,0.63,19129.477429339746,Ribosome (50S + 30S),15.0,AA/s,ribosome,1.02
sum total,synthesis,305.8205291837189,pH6,schmidt_2016,Schmidt et al. 2016,0.63,187848.42512792425,Elongation Factor EF-Tu,20.0,peptide bonds/s,eftu,1.02
sum total,energy production,5.173015056131728,pH6,schmidt_2016,Schmidt et al. 2016,0.63,3177.493460138577,F1-F0 ATP Synthase,300.0,atp/s,atp_synthase,1.02
sum total,energy production,4.7566317522714865,pH6,schmidt_2016,Schmidt et al. 2016,0.63,2921.732514042247,respiratory complex,5000.0,protons/s,proton_gradient,1.02
sum total,synthesis,3.0982826323535386,pH6,schmidt_2016,Schmidt et al. 2016,0.63,1903.101517227367,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,1.02
sum total,synthesis,0.03771215142586989,pyruvate,schmidt_2016,Schmidt et al. 2016,0.4,18.39530864681367,DNA polymerase III (holo enzyme),600.0,bp/s,dnap,0.81
sum total,synthesis,8.213115640355204,pyruvate,schmidt_2016,Schmidt et al. 2016,0.4,4006.209973283743,RNA polymerase (core enzyme),40.0,nt/s,rnap,0.81
sum total,synthesis,0.402697151914828,pyruvate,schmidt_2016,Schmidt et al. 2016,0.4,196.42842215531869,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,0.81
sum total,synthesis,1.1475677417880539,pyruvate,schmidt_2016,Schmidt et al. 2016,0.4,559.7628882248607,σ-70 (RpoD),40.0,nt/s,sigma70,0.81
sum total,synthesis,2.4190422995499015,pyruvate,schmidt_2016,Schmidt et al. 2016,0.4,1179.9652909590502,all σ-factors,40.0,nt/s,all_sigma,0.81
sum total,synthesis,27.078949582386983,pyruvate,schmidt_2016,Schmidt et al. 2016,0.4,13208.62418519589,tRNA ligases,20.0,AA/s,trna,0.81
average,transport,5.649458933941334,pyruvate,schmidt_2016,Schmidt et al. 2016,0.4,2755.7043777157724,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,0.81
sum total,transport,84.74188400912,pyruvate,schmidt_2016,Schmidt et al. 2016,0.4,41335.56566573658,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,0.81
sum total,transport,20.376634741782567,pyruvate,schmidt_2016,Schmidt et al. 2016,0.4,9939.355647616187,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,0.81
sum total,transport,0.03907830349942709,pyruvate,schmidt_2016,Schmidt et al. 2016,0.4,19.061693037557554,Glycerol Transporters,0.0,glyc/sec,glycerol_tport,0.81
sum total,transport,11.569084094537708,pyruvate,schmidt_2016,Schmidt et al. 2016,0.4,5643.190977801793,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,0.81
sum total,transport,0.13375581929478703,pyruvate,schmidt_2016,Schmidt et al. 2016,0.4,65.24368104724982,Xylose Transporters,200.0,xyl/sec,xylose_tport,0.81
sum total,transport,0.6338310201736345,pyruvate,schmidt_2016,Schmidt et al. 2016,0.4,309.1713626823359,Glucosamine Transporter NagE,200.0,glcn/s,glucosamine_tport,0.81
sum total,transport,0.1868133533143344,pyruvate,schmidt_2016,Schmidt et al. 2016,0.4,91.12419110637269,Fructose Transporter FruBA,200.0,frc/s,fructose_tport,0.81
sum total,transport,0.0006354195690963757,pyruvate,schmidt_2016,Schmidt et al. 2016,0.4,0.3099462282529684,Ammonium Transporter (AmtB),300.0,NH4+/s,nitrogen_tport,0.81
average,transport,1.5424015765353143,pyruvate,schmidt_2016,Schmidt et al. 2016,0.4,752.3557258055489,Sulfate Transporter (CysUWA),10.0,SO4/s,sulfur_tport,0.81
sum total,transport,0.48037719423685993,pyruvate,schmidt_2016,Schmidt et al. 2016,0.4,234.31934855924405,Phosphate Transport System,0.01,Pi/s,phosphate_tport,0.81
sum total,synthesis,23.25722271015793,pyruvate,schmidt_2016,Schmidt et al. 2016,0.4,11344.45460800626,Ribosome (50S + 30S),15.0,AA/s,ribosome,0.81
sum total,synthesis,356.91453654186506,pyruvate,schmidt_2016,Schmidt et al. 2016,0.4,174096.48646346404,Elongation Factor EF-Tu,20.0,peptide bonds/s,eftu,0.81
sum total,energy production,12.0021860728338,pyruvate,schmidt_2016,Schmidt et al. 2016,0.4,5854.4503269790175,F1-F0 ATP Synthase,300.0,atp/s,atp_synthase,0.81
sum total,energy production,5.66868428184428,pyruvate,schmidt_2016,Schmidt et al. 2016,0.4,2765.0821563665672,respiratory complex,5000.0,protons/s,proton_gradient,0.81
sum total,synthesis,2.376151478635896,pyruvate,schmidt_2016,Schmidt et al. 2016,0.4,1159.043920551975,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,0.81
sum total,synthesis,0.030764271573720497,succinate,schmidt_2016,Schmidt et al. 2016,0.44,15.562045247023367,DNA polymerase III (holo enzyme),600.0,bp/s,dnap,0.84
sum total,synthesis,7.484740946939706,succinate,schmidt_2016,Schmidt et al. 2016,0.44,3786.1412385275567,RNA polymerase (core enzyme),40.0,nt/s,rnap,0.84
sum total,synthesis,0.27669367376364223,succinate,schmidt_2016,Schmidt et al. 2016,0.44,139.9649414859909,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,0.84
sum total,synthesis,1.0421050551098112,succinate,schmidt_2016,Schmidt et al. 2016,0.44,527.1467579171879,σ-70 (RpoD),40.0,nt/s,sigma70,0.84
sum total,synthesis,2.030626694265395,succinate,schmidt_2016,Schmidt et al. 2016,0.44,1027.1884520407616,all σ-factors,40.0,nt/s,all_sigma,0.84
sum total,synthesis,27.425470448572575,succinate,schmidt_2016,Schmidt et al. 2016,0.44,13873.119375469541,tRNA ligases,20.0,AA/s,trna,0.84
average,transport,6.917662830945366,succinate,schmidt_2016,Schmidt et al. 2016,0.44,3499.285907708052,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,0.84
sum total,transport,103.76494246418052,succinate,schmidt_2016,Schmidt et al. 2016,0.44,52489.28861562079,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,0.84
sum total,transport,19.246454724225924,succinate,schmidt_2016,Schmidt et al. 2016,0.44,9735.780629340235,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,0.84
sum total,transport,0.023558225979876057,succinate,schmidt_2016,Schmidt et al. 2016,0.44,11.916881495468346,Glycerol Transporters,0.0,glyc/sec,glycerol_tport,0.84
sum total,transport,16.818109744300273,succinate,schmidt_2016,Schmidt et al. 2016,0.44,8507.407177934805,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,0.84
sum total,transport,0.1367300958832022,succinate,schmidt_2016,Schmidt et al. 2016,0.44,69.16464554232608,Xylose Transporters,200.0,xyl/sec,xylose_tport,0.84
sum total,transport,0.5265956395501704,succinate,schmidt_2016,Schmidt et al. 2016,0.44,266.37735107517466,Glucosamine Transporter NagE,200.0,glcn/s,glucosamine_tport,0.84
sum total,transport,0.21664329381493866,succinate,schmidt_2016,Schmidt et al. 2016,0.44,109.58857688969911,Fructose Transporter FruBA,200.0,frc/s,fructose_tport,0.84
sum total,transport,0.0012318026656144342,succinate,schmidt_2016,Schmidt et al. 2016,0.44,0.6231049147957304,Ammonium Transporter (AmtB),300.0,NH4+/s,nitrogen_tport,0.84
average,transport,1.438322081271354,succinate,schmidt_2016,Schmidt et al. 2016,0.44,727.572348166952,Sulfate Transporter (CysUWA),10.0,SO4/s,sulfur_tport,0.84
sum total,transport,0.34736835170327046,succinate,schmidt_2016,Schmidt et al. 2016,0.44,175.71558597239598,Phosphate Transport System,0.01,Pi/s,phosphate_tport,0.84
sum total,synthesis,27.51307681406137,succinate,schmidt_2016,Schmidt et al. 2016,0.44,13917.434880239318,Ribosome (50S + 30S),15.0,AA/s,ribosome,0.84
sum total,synthesis,361.93380232282834,succinate,schmidt_2016,Schmidt et al. 2016,0.44,183083.4900373981,Elongation Factor EF-Tu,20.0,peptide bonds/s,eftu,0.84
sum total,energy production,10.25593510253916,succinate,schmidt_2016,Schmidt et al. 2016,0.44,5187.94425974923,F1-F0 ATP Synthase,300.0,atp/s,atp_synthase,0.84
sum total,energy production,4.450544598350339,succinate,schmidt_2016,Schmidt et al. 2016,0.44,2251.2990839863223,respiratory complex,5000.0,protons/s,proton_gradient,0.84
sum total,synthesis,3.319708183830901,succinate,schmidt_2016,Schmidt et al. 2016,0.44,1679.2677453744936,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,0.84
sum total,synthesis,0.044964149440383176,xylose,schmidt_2016,Schmidt et al. 2016,0.55,25.452766145418828,DNA polymerase III (holo enzyme),600.0,bp/s,dnap,0.94
sum total,synthesis,8.520445133097958,xylose,schmidt_2016,Schmidt et al. 2016,0.55,4823.151335602495,RNA polymerase (core enzyme),40.0,nt/s,rnap,0.94
sum total,synthesis,0.3658008350585597,xylose,schmidt_2016,Schmidt et al. 2016,0.55,207.0681470999288,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,0.94
sum total,synthesis,1.174613062056552,xylose,schmidt_2016,Schmidt et al. 2016,0.55,664.9108668122283,σ-70 (RpoD),40.0,nt/s,sigma70,0.94
sum total,synthesis,2.3475384616676203,xylose,schmidt_2016,Schmidt et al. 2016,0.55,1328.8664019192668,all σ-factors,40.0,nt/s,all_sigma,0.94
sum total,synthesis,32.250385501967926,xylose,schmidt_2016,Schmidt et al. 2016,0.55,18255.91122032798,tRNA ligases,20.0,AA/s,trna,0.94
average,transport,3.8016222216276914,xylose,schmidt_2016,Schmidt et al. 2016,0.55,2151.9766877523443,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,0.94
sum total,transport,57.02433332441536,xylose,schmidt_2016,Schmidt et al. 2016,0.55,32279.65031628516,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,0.94
sum total,transport,20.942906478691018,xylose,schmidt_2016,Schmidt et al. 2016,0.55,11855.109184579667,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,0.94
sum total,transport,0.052739451421360974,xylose,schmidt_2016,Schmidt et al. 2016,0.55,29.85411578718697,Glycerol Transporters,0.0,glyc/sec,glycerol_tport,0.94
sum total,transport,3.230185920655517,xylose,schmidt_2016,Schmidt et al. 2016,0.55,1828.5048837336274,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,0.94
sum total,transport,4.311696271136227,xylose,schmidt_2016,Schmidt et al. 2016,0.55,2440.7132848095416,Xylose Transporters,200.0,xyl/sec,xylose_tport,0.94
sum total,transport,0.24049189848140606,xylose,schmidt_2016,Schmidt et al. 2016,0.55,136.1347679895726,Glucosamine Transporter NagE,200.0,glcn/s,glucosamine_tport,0.94
sum total,transport,0.39617875907726374,xylose,schmidt_2016,Schmidt et al. 2016,0.55,224.26411779334853,Fructose Transporter FruBA,200.0,frc/s,fructose_tport,0.94
sum total,transport,0.002812770742472585,xylose,schmidt_2016,Schmidt et al. 2016,0.55,1.5922195086499715,Ammonium Transporter (AmtB),300.0,NH4+/s,nitrogen_tport,0.94
average,transport,1.1201859481897072,xylose,schmidt_2016,Schmidt et al. 2016,0.55,634.1014193198512,Sulfate Transporter (CysUWA),10.0,SO4/s,sulfur_tport,0.94
sum total,transport,0.32909417686929254,xylose,schmidt_2016,Schmidt et al. 2016,0.55,186.2896825120467,Phosphate Transport System,0.01,Pi/s,phosphate_tport,0.94
sum total,synthesis,32.843268990259226,xylose,schmidt_2016,Schmidt et al. 2016,0.55,18591.52359077806,Ribosome (50S + 30S),15.0,AA/s,ribosome,0.94
sum total,synthesis,365.8244623327965,xylose,schmidt_2016,Schmidt et al. 2016,0.55,207081.52174380148,Elongation Factor EF-Tu,20.0,peptide bonds/s,eftu,0.94
sum total,energy production,8.602078771971367,xylose,schmidt_2016,Schmidt et al. 2016,0.55,4869.3615262922885,F1-F0 ATP Synthase,300.0,atp/s,atp_synthase,0.94
sum total,energy production,4.651104653724302,xylose,schmidt_2016,Schmidt et al. 2016,0.55,2632.8415091244087,respiratory complex,5000.0,protons/s,proton_gradient,0.94
sum total,synthesis,3.2220288855023465,xylose,schmidt_2016,Schmidt et al. 2016,0.55,1823.8874471585427,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,0.94
sum total,synthesis,0.18960215434681038,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.11,68.50705040858954,DNA polymerase III (holo enzyme),600.0,bp/s,dnap,0.6
sum total,synthesis,9.109102420726764,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.11,3291.300886656994,RNA polymerase (core enzyme),40.0,nt/s,rnap,0.6
sum total,synthesis,1.5496132830939318,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.11,559.9062714474993,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,0.6
sum total,synthesis,3.906829256054277,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.11,1411.6155467975314,σ-70 (RpoD),40.0,nt/s,sigma70,0.6
sum total,synthesis,6.358333867933037,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.11,2297.393193161565,all σ-factors,40.0,nt/s,all_sigma,0.6
sum total,synthesis,31.360635561752428,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.11,11331.224841172389,tRNA ligases,20.0,AA/s,trna,0.6
average,transport,14.058616192546346,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.11,5079.659202690846,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,0.6
sum total,transport,210.8792428881952,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.11,76194.88804036268,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,0.6
sum total,transport,45.15435090232373,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.11,16315.170068027612,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,0.6
sum total,transport,25.410788188512527,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.11,9181.425988273348,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,0.6
sum total,transport,3.5501722305802774,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.11,1282.748230353266,Xylose Transporters,200.0,xyl/sec,xylose_tport,0.6
sum total,transport,1.3323394629775867,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.11,481.4008947630616,Glucosamine Transporter NagE,200.0,glcn/s,glucosamine_tport,0.6
sum total,transport,0.6661697314887933,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.11,240.7004473815308,Fructose Transporter FruBA,200.0,frc/s,fructose_tport,0.6
average,transport,4.631416948612088,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.11,1673.4235718725197,Sulfate Transporter (CysUWA),10.0,SO4/s,sulfur_tport,0.6
sum total,synthesis,28.578874853795643,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.11,10326.119062173442,Ribosome (50S + 30S),15.0,AA/s,ribosome,0.6
sum total,synthesis,160.8072239223348,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.11,58102.866147618006,Elongation Factor EF-Tu,20.0,peptide bonds/s,eftu,0.6
sum total,energy production,8.209944095968554,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.11,2966.417000755358,F1-F0 ATP Synthase,300.0,atp/s,atp_synthase,0.6
sum total,energy production,9.183887349091568,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.11,3318.322176973765,respiratory complex,5000.0,protons/s,proton_gradient,0.6
sum total,synthesis,9.546383064986069,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.11,3449.2991290407667,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,0.6
sum total,synthesis,0.20360347809810742,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.21,80.922609577049,DNA polymerase III (holo enzyme),600.0,bp/s,dnap,0.66
sum total,synthesis,10.842757028623849,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.21,4309.475466540606,RNA polymerase (core enzyme),40.0,nt/s,rnap,0.66
sum total,synthesis,1.8276921793260055,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.21,726.4199120574797,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,0.66
sum total,synthesis,3.7519551783032883,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.21,1491.2220895269986,σ-70 (RpoD),40.0,nt/s,sigma70,0.66
sum total,synthesis,6.033887879692705,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.21,2398.1808055596252,all σ-factors,40.0,nt/s,all_sigma,0.66
sum total,synthesis,37.627874607191984,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.21,14955.27401837767,tRNA ligases,20.0,AA/s,trna,0.66
average,transport,12.731141079736695,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.21,5060.01748442351,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,0.66
sum total,transport,127.31141079736697,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.21,50600.1748442351,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,0.66
sum total,transport,45.20438339744294,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.21,17966.57259008049,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,0.66
sum total,transport,1.580900084661633,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.21,628.3319004489356,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,0.66
sum total,transport,4.038090940232994,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.21,1604.9473203774844,Xylose Transporters,200.0,xyl/sec,xylose_tport,0.66
sum total,transport,1.602360266806361,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.21,636.861292762722,Glucosamine Transporter NagE,200.0,glcn/s,glucosamine_tport,0.66
sum total,transport,0.6250278049652046,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.21,248.4185511390305,Fructose Transporter FruBA,200.0,frc/s,fructose_tport,0.66
average,transport,5.164750502831217,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.21,2052.740416851273,Sulfate Transporter (CysUWA),10.0,SO4/s,sulfur_tport,0.66
sum total,synthesis,33.355175924794366,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.21,13257.081381661372,Ribosome (50S + 30S),15.0,AA/s,ribosome,0.66
sum total,synthesis,198.7248633572059,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.21,78983.5943910482,Elongation Factor EF-Tu,20.0,peptide bonds/s,eftu,0.66
sum total,energy production,11.684771119719082,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.21,4644.135651074589,F1-F0 ATP Synthase,300.0,atp/s,atp_synthase,0.66
sum total,energy production,11.587974698091612,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.21,4605.663719705908,respiratory complex,5000.0,protons/s,proton_gradient,0.66
sum total,synthesis,9.643967409372513,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.21,3833.014134789925,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,0.66
sum total,synthesis,0.18825033242130187,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.31,83.88961913623993,DNA polymerase III (holo enzyme),600.0,bp/s,dnap,0.74
sum total,synthesis,11.538193114698764,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.31,5141.741921316982,RNA polymerase (core enzyme),40.0,nt/s,rnap,0.74
sum total,synthesis,2.039488534851666,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.31,908.8531968088785,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,0.74
sum total,synthesis,3.5090811789815217,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.31,1563.7448276271778,σ-70 (RpoD),40.0,nt/s,sigma70,0.74
sum total,synthesis,5.939053935253688,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.31,2646.608727059231,all σ-factors,40.0,nt/s,all_sigma,0.74
sum total,synthesis,39.02222653067094,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.31,17389.396764409834,tRNA ligases,20.0,AA/s,trna,0.74
average,transport,11.451511712166,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.31,5103.114261269111,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,0.74
sum total,transport,114.51511712166001,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.31,51031.14261269111,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,0.74
sum total,transport,44.8223557787188,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.31,19974.096760958906,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,0.74
sum total,transport,1.535552816667102,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.31,684.2853305857275,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,0.74
sum total,transport,1.596236175401369,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.31,711.3275343717613,Xylose Transporters,200.0,xyl/sec,xylose_tport,0.74
sum total,transport,1.0527243536944566,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.31,469.1234482881534,Glucosamine Transporter NagE,200.0,glcn/s,glucosamine_tport,0.74
sum total,transport,0.5837475269546328,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.31,260.1342429417392,Fructose Transporter FruBA,200.0,frc/s,fructose_tport,0.74
average,transport,5.103338549206773,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.31,2274.1905510059164,Sulfate Transporter (CysUWA),10.0,SO4/s,sulfur_tport,0.74
sum total,synthesis,38.601021902519015,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.31,17201.696188375747,Ribosome (50S + 30S),15.0,AA/s,ribosome,0.74
sum total,synthesis,188.25297082820344,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.31,83890.79488423065,Elongation Factor EF-Tu,20.0,peptide bonds/s,eftu,0.74
sum total,energy production,12.155287173325005,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.31,5416.736312474476,F1-F0 ATP Synthase,300.0,atp/s,atp_synthase,0.74
sum total,energy production,11.36747877688084,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.31,5065.666832383857,respiratory complex,5000.0,protons/s,proton_gradient,0.74
sum total,synthesis,9.647334835297693,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.31,4299.122527984042,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,0.74
sum total,synthesis,0.17204638597804625,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.4,83.92113024514339,DNA polymerase III (holo enzyme),600.0,bp/s,dnap,0.81
sum total,synthesis,10.976456574687045,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.4,5354.117940913998,RNA polymerase (core enzyme),40.0,nt/s,rnap,0.81
sum total,synthesis,2.0044461043207784,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.4,977.7327296577981,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,0.81
sum total,synthesis,3.1060915117125862,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.4,1515.095529766189,σ-70 (RpoD),40.0,nt/s,sigma70,0.81
sum total,synthesis,5.115108758802625,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.4,2495.0579805862626,all σ-factors,40.0,nt/s,all_sigma,0.81
sum total,synthesis,38.97764462818853,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.4,19012.593452027064,tRNA ligases,20.0,AA/s,trna,0.81
average,transport,10.02310897135336,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.4,4889.092140264685,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,0.81
sum total,transport,100.2310897135336,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.4,48890.921402646854,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,0.81
sum total,transport,39.85312730523454,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.4,19439.63814320192,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,0.81
sum total,transport,0.8913728400058194,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.4,434.79562664371866,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,0.81
sum total,transport,0.38397599261789145,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.4,187.2965776311404,Xylose Transporters,200.0,xyl/sec,xylose_tport,0.81
sum total,transport,0.6753863441582554,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.4,329.4413017262022,Glucosamine Transporter NagE,200.0,glcn/s,glucosamine_tport,0.81
sum total,transport,0.5205388828495522,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.4,253.90949735412033,Fructose Transporter FruBA,200.0,frc/s,fructose_tport,0.81
average,transport,5.352808182804177,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.4,2611.0034810245875,Sulfate Transporter (CysUWA),10.0,SO4/s,sulfur_tport,0.81
sum total,synthesis,43.79445963536728,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.4,21362.14910985873,Ribosome (50S + 30S),15.0,AA/s,ribosome,0.81
sum total,synthesis,180.93268752148893,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.4,88255.70818460693,Elongation Factor EF-Tu,20.0,peptide bonds/s,eftu,0.81
sum total,energy production,11.095560239063891,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.4,5412.214564531064,F1-F0 ATP Synthase,300.0,atp/s,atp_synthase,0.81
sum total,energy production,10.909245823642753,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.4,5321.33374634811,respiratory complex,5000.0,protons/s,proton_gradient,0.81
sum total,synthesis,10.512866512171197,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.4,5127.987053039892,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,0.81
sum total,synthesis,0.16683906113714322,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.49,89.41872952894101,DNA polymerase III (holo enzyme),600.0,bp/s,dnap,0.89
sum total,synthesis,11.829563791828301,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.49,6340.149350740713,RNA polymerase (core enzyme),40.0,nt/s,rnap,0.89
sum total,synthesis,1.8336338653826105,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.49,982.7507392227333,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,0.89
sum total,synthesis,3.44694339208365,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.49,1847.4168865343693,σ-70 (RpoD),40.0,nt/s,sigma70,0.89
sum total,synthesis,5.656364096806324,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.49,3031.5735885961244,all σ-factors,40.0,nt/s,all_sigma,0.89
sum total,synthesis,42.88382338410267,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.49,22983.9282132969,tRNA ligases,20.0,AA/s,trna,0.89
average,transport,7.656920144505397,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.49,4103.787606808824,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,0.89
sum total,transport,68.91228130054857,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.49,36934.08846127942,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,0.89
sum total,transport,30.897228248972837,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.49,16559.616657862985,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,0.89
sum total,transport,0.3685799684486102,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.49,197.54338272978023,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,0.89
sum total,transport,0.33563427294482373,glucose_minimal,valgepea_2013,Valgepea et al. 2013,0.49,179.88587365896186,Glucosamine Transporter NagE,200.0,glcn/s,glucosamine_tport,0.89
